mean,CI2.5,CI97.5,sd,n_eff,rhat,trial,condition,repo,comorbidity,Var1,Var2
-0.01,-0.36,0.346,0.181,786.73,1.001,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Vivli,Anxiety : Pain,Anxiety,Pain
-0.04,-0.421,0.345,0.199,1292.82,1,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Vivli,Asthma : Pain,Asthma,Pain
-0.37,-0.725,0.05,0.198,1108.67,1,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Vivli,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.25,-0.02,0.516,0.14,1770.06,1.002,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Vivli,Anxiety : Arthritis,Anxiety,Arthritis
0.35,0.021,0.63,0.155,2645.93,0.999,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Vivli,Arthritis : Asthma,Arthritis,Asthma
0.38,0.064,0.658,0.155,1929.66,1.001,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Vivli,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.3,-0.068,0.632,0.182,2484.55,1.002,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Vivli,Acid-related disease : Asthma,Acid-related disease,Asthma
0.49,0.161,0.751,0.152,2435.06,1,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Vivli,Anxiety : Asthma,Anxiety,Asthma
-0.02,-0.159,0.117,0.068,2521.55,1,RCHNA25220,Rheumatoid_arthritis,Vivli,Cardiovascular : Pain,Cardiovascular,Pain
0.04,-0.102,0.185,0.073,2597.97,1.002,RCHNA25220,Rheumatoid_arthritis,Vivli,Acid-related disease : Pain,Acid-related disease,Pain
0.25,0.041,0.448,0.103,2801.33,1,RCHNA25220,Rheumatoid_arthritis,Vivli,Asthma : Pain,Asthma,Pain
0.39,0.254,0.519,0.068,2878.93,1,RCHNA25220,Rheumatoid_arthritis,Vivli,Anxiety : Pain,Anxiety,Pain
-0.06,-0.233,0.109,0.088,2111.07,1,RCHNA25220,Rheumatoid_arthritis,Vivli,Osteoporosis : Pain,Osteoporosis,Pain
0.18,0.034,0.317,0.072,2810.35,0.999,RCHNA25220,Rheumatoid_arthritis,Vivli,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.08,-0.316,0.144,0.118,2286.85,1,RCHNA25220,Rheumatoid_arthritis,Vivli,Asthma : Cardiovascular,Asthma,Cardiovascular
0.19,0.034,0.336,0.076,2585.72,1,RCHNA25220,Rheumatoid_arthritis,Vivli,Anxiety : Cardiovascular,Anxiety,Cardiovascular
-0.03,-0.187,0.139,0.083,2682.24,1.001,RCHNA25220,Rheumatoid_arthritis,Vivli,Cardiovascular : Osteoporosis,Cardiovascular,Osteoporosis
0.11,-0.118,0.33,0.115,2838.26,1,RCHNA25220,Rheumatoid_arthritis,Vivli,Acid-related disease : Asthma,Acid-related disease,Asthma
0.03,-0.134,0.199,0.085,2533.25,0.999,RCHNA25220,Rheumatoid_arthritis,Vivli,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.3,0.128,0.459,0.084,2204.63,1,RCHNA25220,Rheumatoid_arthritis,Vivli,Acid-related disease : Osteoporosis,Acid-related disease,Osteoporosis
0.22,-0.005,0.444,0.114,1318.37,1,RCHNA25220,Rheumatoid_arthritis,Vivli,Anxiety : Asthma,Anxiety,Asthma
-0,-0.278,0.258,0.134,957.24,1.002,RCHNA25220,Rheumatoid_arthritis,Vivli,Asthma : Osteoporosis,Asthma,Osteoporosis
0.15,-0.038,0.329,0.092,1953.58,1,RCHNA25220,Rheumatoid_arthritis,Vivli,Anxiety : Osteoporosis,Anxiety,Osteoporosis
-0.04,-0.208,0.138,0.089,3106.63,0.999,RCHWA19924,Rheumatoid_arthritis,Vivli,Cardiovascular : Pain,Cardiovascular,Pain
0.13,-0.067,0.325,0.101,3036.59,1,RCHWA19924,Rheumatoid_arthritis,Vivli,Acid-related disease : Pain,Acid-related disease,Pain
-0.13,-0.361,0.102,0.118,3286.39,1.001,RCHWA19924,Rheumatoid_arthritis,Vivli,Asthma : Pain,Asthma,Pain
0.22,0.031,0.399,0.094,2662.29,0.999,RCHWA19924,Rheumatoid_arthritis,Vivli,Anxiety : Pain,Anxiety,Pain
0.07,-0.177,0.325,0.13,2893.97,1.001,RCHWA19924,Rheumatoid_arthritis,Vivli,Osteoporosis : Pain,Osteoporosis,Pain
0.05,-0.175,0.264,0.112,2906.16,1,RCHWA19924,Rheumatoid_arthritis,Vivli,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.04,-0.205,0.298,0.127,3188.1,0.999,RCHWA19924,Rheumatoid_arthritis,Vivli,Asthma : Cardiovascular,Asthma,Cardiovascular
0.13,-0.069,0.334,0.1,2845.79,1,RCHWA19924,Rheumatoid_arthritis,Vivli,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.04,-0.243,0.292,0.137,2424.44,1,RCHWA19924,Rheumatoid_arthritis,Vivli,Cardiovascular : Osteoporosis,Cardiovascular,Osteoporosis
-0.13,-0.432,0.179,0.155,1651.69,1.001,RCHWA19924,Rheumatoid_arthritis,Vivli,Acid-related disease : Asthma,Acid-related disease,Asthma
0.14,-0.078,0.359,0.112,2032.14,1.001,RCHWA19924,Rheumatoid_arthritis,Vivli,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.31,0.038,0.548,0.13,2697.72,1,RCHWA19924,Rheumatoid_arthritis,Vivli,Acid-related disease : Osteoporosis,Acid-related disease,Osteoporosis
0,-0.269,0.268,0.138,1553.62,0.999,RCHWA19924,Rheumatoid_arthritis,Vivli,Anxiety : Asthma,Anxiety,Asthma
-0.12,-0.473,0.249,0.186,1179.76,1.001,RCHWA19924,Rheumatoid_arthritis,Vivli,Asthma : Osteoporosis,Asthma,Osteoporosis
-0.06,-0.335,0.233,0.148,2479.2,1,RCHWA19924,Rheumatoid_arthritis,Vivli,Anxiety : Osteoporosis,Anxiety,Osteoporosis
0.18,0.094,0.269,0.045,3160.34,0.999,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Cardiovascular : Pain,Cardiovascular,Pain
0.15,0.062,0.238,0.045,2785.56,0.999,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.32,0.22,0.406,0.048,2130.37,1,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.38,0.287,0.48,0.049,3146.84,0.999,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.38,0.268,0.495,0.058,3277.84,1,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Asthma : Cardiovascular,Asthma,Cardiovascular
0.52,0.434,0.602,0.044,2047.62,1.002,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Arthritis : Pain,Arthritis,Pain
0.24,0.112,0.361,0.064,1154.55,1.006,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Acid-related disease : Pain,Acid-related disease,Pain
0.35,0.23,0.462,0.059,1514.38,1.001,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Anxiety : Pain,Anxiety,Pain
0.34,0.191,0.476,0.073,2342.54,1,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Asthma : Pain,Asthma,Pain
-0.52,-0.677,-0.31,0.097,96.71,1.03,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.21,0.076,0.337,0.066,653.76,1.01,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Anxiety : Arthritis,Anxiety,Arthritis
0.13,-0.022,0.288,0.081,879.64,1.007,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Arthritis : Asthma,Arthritis,Asthma
0.28,0.151,0.407,0.067,715.86,1.007,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.28,0.126,0.43,0.078,1076.08,1.004,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Acid-related disease : Asthma,Acid-related disease,Asthma
0.31,0.158,0.458,0.077,2082.45,1.001,TKASYR322_305,Diabetes_Mellitus_Type_2,Vivli,Anxiety : Asthma,Anxiety,Asthma
0.21,-0.07,0.486,0.144,1961.43,1,GSK101468_169,Parkinson_Disease,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.17,-0.028,0.352,0.099,2120.82,1,GSK101468_169,Parkinson_Disease,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.44,0.181,0.655,0.121,2381.59,0.999,GSK101468_169,Parkinson_Disease,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.26,0.03,0.479,0.117,1718.27,1.004,GSK101468_169,Parkinson_Disease,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.33,-0.095,0.711,0.208,2579.4,1,GSK101468_169,Parkinson_Disease,GSK,Asthma : Cardiovascular,Asthma,Cardiovascular
0.13,-0.165,0.412,0.148,846.87,1.002,GSK101468_169,Parkinson_Disease,GSK,Anxiety : Pain,Anxiety,Pain
0.4,0.079,0.675,0.157,1526.05,1.003,GSK101468_169,Parkinson_Disease,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.61,0.355,0.81,0.117,1319.59,1,GSK101468_169,Parkinson_Disease,GSK,Arthritis : Pain,Arthritis,Pain
-0.15,-0.724,0.546,0.335,1384.84,1,GSK101468_169,Parkinson_Disease,GSK,Asthma : Pain,Asthma,Pain
0.19,-0.087,0.451,0.143,2447.53,1.001,GSK101468_169,Parkinson_Disease,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.29,0.065,0.502,0.114,2257.78,1,GSK101468_169,Parkinson_Disease,GSK,Anxiety : Arthritis,Anxiety,Arthritis
0.08,-0.356,0.519,0.229,2379.06,1,GSK101468_169,Parkinson_Disease,GSK,Anxiety : Asthma,Anxiety,Asthma
-0.08,-0.418,0.261,0.176,1091.45,1.001,GSK101468_169,Parkinson_Disease,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.01,-0.581,0.564,0.299,1542.44,1.001,GSK101468_169,Parkinson_Disease,GSK,Acid-related disease : Asthma,Acid-related disease,Asthma
-0.08,-0.633,0.482,0.294,1332.12,1.004,GSK101468_169,Parkinson_Disease,GSK,Arthritis : Asthma,Arthritis,Asthma
0.06,-0.127,0.252,0.099,1041.38,1.003,GSK101468_204,Restless_legs_syndrome,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.26,0.071,0.437,0.094,1612.37,1,GSK101468_204,Restless_legs_syndrome,GSK,Arthritis : Pain,Arthritis,Pain
0.28,0.083,0.456,0.096,1388.69,1,GSK101468_204,Restless_legs_syndrome,GSK,Anxiety : Pain,Anxiety,Pain
0.27,0.074,0.457,0.098,1174.51,1.003,GSK101468_204,Restless_legs_syndrome,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.06,-0.188,0.313,0.128,1065.78,1.001,GSK101468_204,Restless_legs_syndrome,GSK,Asthma : Pain,Asthma,Pain
0.03,-0.154,0.205,0.09,1890.19,1,GSK101468_204,Restless_legs_syndrome,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.12,-0.074,0.304,0.098,2086.77,0.999,GSK101468_204,Restless_legs_syndrome,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.22,0.031,0.392,0.091,1763.03,1,GSK101468_204,Restless_legs_syndrome,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.04,-0.177,0.258,0.112,2234.95,1,GSK101468_204,Restless_legs_syndrome,GSK,Asthma : Cardiovascular,Asthma,Cardiovascular
0.17,-0.026,0.358,0.1,1287.56,1,GSK101468_204,Restless_legs_syndrome,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0.45,-0.65,-0.221,0.111,896.14,1.003,GSK101468_204,Restless_legs_syndrome,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.03,-0.202,0.272,0.121,1443.92,1.001,GSK101468_204,Restless_legs_syndrome,GSK,Arthritis : Asthma,Arthritis,Asthma
0.1,-0.115,0.325,0.11,1647.99,1.001,GSK101468_204,Restless_legs_syndrome,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.29,0.053,0.509,0.115,1699.59,1,GSK101468_204,Restless_legs_syndrome,GSK,Anxiety : Asthma,Anxiety,Asthma
0.27,0.036,0.479,0.115,1804.16,1,GSK101468_204,Restless_legs_syndrome,GSK,Acid-related disease : Asthma,Acid-related disease,Asthma
0.07,-0.141,0.281,0.105,2119.28,1,GSK101468_205,Restless_legs_syndrome,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.23,0.033,0.411,0.098,2103.17,1.003,GSK101468_205,Restless_legs_syndrome,GSK,Arthritis : Pain,Arthritis,Pain
0.09,-0.128,0.295,0.107,2209.92,1.003,GSK101468_205,Restless_legs_syndrome,GSK,Anxiety : Pain,Anxiety,Pain
0.11,-0.109,0.323,0.111,1925.72,1,GSK101468_205,Restless_legs_syndrome,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.06,-0.208,0.322,0.139,2577.83,1,GSK101468_205,Restless_legs_syndrome,GSK,Asthma : Pain,Asthma,Pain
0.21,0.029,0.378,0.091,3029.28,0.999,GSK101468_205,Restless_legs_syndrome,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.04,-0.148,0.246,0.101,2361.43,1,GSK101468_205,Restless_legs_syndrome,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.2,-0.009,0.403,0.105,2842.11,1,GSK101468_205,Restless_legs_syndrome,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.14,-0.103,0.384,0.125,3253.12,1,GSK101468_205,Restless_legs_syndrome,GSK,Asthma : Cardiovascular,Asthma,Cardiovascular
0.16,-0.032,0.345,0.095,2490.95,1,GSK101468_205,Restless_legs_syndrome,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0.34,-0.543,-0.124,0.106,2077.4,1.001,GSK101468_205,Restless_legs_syndrome,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.05,-0.204,0.292,0.128,2662.9,1,GSK101468_205,Restless_legs_syndrome,GSK,Arthritis : Asthma,Arthritis,Asthma
0.01,-0.205,0.222,0.11,2537.58,1,GSK101468_205,Restless_legs_syndrome,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
-0.15,-0.424,0.124,0.142,2124.49,1,GSK101468_205,Restless_legs_syndrome,GSK,Anxiety : Asthma,Anxiety,Asthma
0.24,-0.022,0.484,0.13,2343.4,1,GSK101468_205,Restless_legs_syndrome,GSK,Acid-related disease : Asthma,Acid-related disease,Asthma
-0.2,-0.416,0.023,0.111,1610.98,1.001,GSK101468_249,Restless_legs_syndrome,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.2,0.004,0.39,0.096,1767.01,1.001,GSK101468_249,Restless_legs_syndrome,GSK,Arthritis : Pain,Arthritis,Pain
0.07,-0.171,0.298,0.122,1640.41,1.003,GSK101468_249,Restless_legs_syndrome,GSK,Anxiety : Pain,Anxiety,Pain
0.05,-0.191,0.287,0.122,1233.8,1.001,GSK101468_249,Restless_legs_syndrome,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.1,-0.165,0.367,0.139,1855.13,1.001,GSK101468_249,Restless_legs_syndrome,GSK,Asthma : Pain,Asthma,Pain
0.15,-0.02,0.336,0.092,2264.91,1,GSK101468_249,Restless_legs_syndrome,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.03,-0.189,0.253,0.113,1960.37,1,GSK101468_249,Restless_legs_syndrome,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
-0.02,-0.251,0.212,0.122,1094.33,1.003,GSK101468_249,Restless_legs_syndrome,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.1,-0.348,0.177,0.135,2022.31,1,GSK101468_249,Restless_legs_syndrome,GSK,Asthma : Cardiovascular,Asthma,Cardiovascular
-0.08,-0.293,0.131,0.107,889.23,1.001,GSK101468_249,Restless_legs_syndrome,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0.73,-0.923,-0.451,0.127,356.89,1.01,GSK101468_249,Restless_legs_syndrome,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
-0.24,-0.481,0.029,0.131,920.72,1.003,GSK101468_249,Restless_legs_syndrome,GSK,Arthritis : Asthma,Arthritis,Asthma
0.04,-0.212,0.3,0.129,1290.57,1.001,GSK101468_249,Restless_legs_syndrome,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.1,-0.181,0.374,0.144,1833.98,1,GSK101468_249,Restless_legs_syndrome,GSK,Anxiety : Asthma,Anxiety,Asthma
0.24,-0.036,0.492,0.135,1048.28,1.001,GSK101468_249,Restless_legs_syndrome,GSK,Acid-related disease : Asthma,Acid-related disease,Asthma
-0.01,-0.164,0.123,0.073,3242.53,1,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.09,-0.061,0.249,0.079,3155.83,1,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.02,-0.171,0.127,0.076,1918.12,1.002,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.1,-0.045,0.231,0.072,2516.11,0.999,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.39,0.244,0.535,0.075,2909.8,1,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Cardiovascular : Diabetes,Cardiovascular,Diabetes
0.11,-0.067,0.28,0.088,2483.9,1,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.38,0.233,0.517,0.073,1768.52,1,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Pain,Arthritis,Pain
0.32,0.182,0.467,0.072,2135.1,1,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Pain,Anxiety,Pain
0.02,-0.155,0.184,0.088,2479.77,1,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Diabetes : Pain,Diabetes,Pain
-0.65,-0.816,-0.433,0.101,223.76,1.013,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.28,0.111,0.437,0.083,1196.36,1,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.2,0.013,0.37,0.092,644.84,1.003,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Diabetes,Acid-related disease,Diabetes
0.29,0.149,0.439,0.075,1762.47,1.001,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0.14,-0.325,0.062,0.099,551.39,1.002,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Diabetes,Arthritis,Diabetes
0.05,-0.126,0.216,0.088,2442.72,0.999,GSK200109,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Diabetes,Anxiety,Diabetes
0.19,0.039,0.339,0.077,3637.67,1,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.1,-0.053,0.245,0.079,2876.75,1,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.02,-0.13,0.157,0.074,1983.21,1,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.05,-0.111,0.194,0.077,2892.27,1,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.49,0.357,0.618,0.067,2479.88,1,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Cardiovascular : Diabetes,Cardiovascular,Diabetes
0.14,-0.049,0.324,0.095,2011.27,1.002,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.21,0.037,0.372,0.086,1360.19,1.001,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Pain,Arthritis,Pain
0.31,0.144,0.461,0.081,2087.32,1,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Pain,Anxiety,Pain
0.02,-0.165,0.195,0.091,1438.16,1.001,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Diabetes : Pain,Diabetes,Pain
-0.74,-0.92,-0.46,0.123,159.66,1.011,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.19,0.013,0.35,0.085,1046.22,1,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.06,-0.122,0.236,0.093,737.67,1.001,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Diabetes,Acid-related disease,Diabetes
0.03,-0.135,0.205,0.088,1088.48,1,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Arthritis,Anxiety,Arthritis
0,-0.175,0.178,0.091,779.39,1.001,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Diabetes,Arthritis,Diabetes
0.05,-0.127,0.223,0.089,2297.58,1,GSK200110,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Diabetes,Anxiety,Diabetes
0.06,-0.075,0.206,0.072,1859.96,1,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.16,0.02,0.291,0.069,2063.06,1.001,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.18,-0.31,-0.038,0.069,1741.53,1,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.29,0.143,0.421,0.07,1816.42,1,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.47,0.348,0.576,0.059,1475.56,1,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Cardiovascular : Diabetes,Cardiovascular,Diabetes
0.08,-0.098,0.254,0.091,789.63,1.005,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.61,0.479,0.72,0.062,1389.4,1,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Pain,Arthritis,Pain
0.32,0.16,0.463,0.077,1197.12,1.008,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Pain,Anxiety,Pain
-0.11,-0.281,0.066,0.088,1004.4,1.002,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Diabetes : Pain,Diabetes,Pain
-0.53,-0.737,-0.272,0.119,202.72,1.01,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.26,0.106,0.407,0.076,1236.23,1.001,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.03,-0.131,0.196,0.085,679.63,1,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Diabetes,Acid-related disease,Diabetes
0.16,-0.015,0.319,0.086,997.44,1.002,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0.18,-0.356,0.005,0.091,468.66,1.001,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Diabetes,Arthritis,Diabetes
-0.03,-0.197,0.142,0.086,1281.8,1.002,GSK201315,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Diabetes,Anxiety,Diabetes
0.08,-0.057,0.213,0.07,3703.9,1,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.33,0.175,0.472,0.076,2995.06,1,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.05,-0.102,0.199,0.077,3051.41,1,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.13,-0.017,0.277,0.075,3546.3,0.999,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.41,0.262,0.543,0.071,3387.01,1,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Cardiovascular : Diabetes,Cardiovascular,Diabetes
0.12,-0.046,0.279,0.085,2823.39,0.999,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.3,0.138,0.442,0.076,2688.54,1,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Pain,Arthritis,Pain
0.35,0.193,0.492,0.075,2753.75,1,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Pain,Anxiety,Pain
-0.11,-0.28,0.066,0.089,2866.15,1.001,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Diabetes : Pain,Diabetes,Pain
-0.5,-0.689,-0.293,0.101,755.57,1.002,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.37,0.212,0.51,0.076,2222.03,1,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.03,-0.151,0.214,0.093,1923.68,1.001,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Diabetes,Acid-related disease,Diabetes
0.02,-0.148,0.196,0.09,2044.7,1,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Arthritis,Anxiety,Arthritis
0.13,-0.045,0.307,0.089,2430.01,1.001,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Diabetes,Arthritis,Diabetes
0.05,-0.131,0.23,0.092,2653.43,1,GSKAC4116135,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Diabetes,Anxiety,Diabetes
-0.01,-0.706,0.704,0.376,5511.3,0.999,GSKAVA102670_v02,Dementia_any,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0,-0.693,0.693,0.377,4468.82,1.001,GSKAVA102670_v02,Dementia_any,GSK,Anxiety : Pain,Anxiety,Pain
0,-0.734,0.719,0.388,1552.54,1,GSKAVA102670_v02,Dementia_any,GSK,Acid-related disease : Pain,Acid-related disease,Pain
-0,-0.702,0.702,0.372,5160.06,0.999,GSKAVA102670_v02,Dementia_any,GSK,Arthritis : Pain,Arthritis,Pain
0.01,-0.724,0.726,0.386,1379.07,1,GSKAVA102670_v02,Dementia_any,GSK,Osteoporosis : Pain,Osteoporosis,Pain
