trial,Omega,tail_ess,bulk_ess
GSK200110,Omega.4.3,2903.34145212279,2861.56615572255
GSK201315,Omega.4.3,2830.19956956008,2882.17360082648
GSKAC4116135,Omega.4.3,2728.76015846175,3098.57510293198
GSKAVA102670_v02,Omega.4.3,2767.80944531894,2847.72534331589
GSKAVA102672_v02,Omega.4.3,2844.10902111846,2942.26626631098
GSKAVA105640_v02,Omega.4.3,2786.78748851908,3103.09743748226
GSKB2C112060,Omega.4.3,2754.25826964405,2904.60458396784
GSKCOR103561,Omega.4.3,2949.65565710754,2935.09201133838
GSKDB2113360_v02,Omega.4.3,2960.57599671918,2840.34883605467
GSKFFA112059,Omega.4.3,2805.07266974518,2988.4907805299
GSKFFA115285,Omega.4.3,3050.86535162712,2871.3002223419
GSKHGS1006_C1056_v05,Omega.4.3,2885.23281313572,2914.13247592691
GSKHGS1006_C1057_v03,Omega.4.3,2854.10341553155,2943.89077013697
GSKMEA115588,Omega.4.3,2788.69504837227,2693.45441686664
GSKROR104836,Omega.4.3,3035.73305327757,2955.73615452278
GAL-ALZ-302,Omega.4.3,2663.13710235859,2801.22898979276
C0168T29,Omega.4.3,2893.63364155185,2985.85947921353
Gal-Int-11_24m,Omega.4.3,3055.91846207394,3025.08396419098
Gal-Int-18_24m,Omega.4.3,2742.3677419393,3023.08527201406
C0524T05,Omega.4.3,2908.45065801441,2924.5985052553
C0524T06,Omega.4.3,2879.79526076601,2990.40511221445
C0524T09,Omega.4.3,2943.39686470197,3001.13636876916
C0524T08,Omega.4.3,2922.05012739782,3098.34295917048
C0743T08,Omega.4.3,2984.18830195745,2869.82634898552
C0524T11,Omega.4.3,2865.47459750712,3016.89222589042
C0743T09,Omega.4.3,2948.04158394226,3057.61325994277
C0524T12,Omega.4.3,2746.83397257781,2732.37159329818
DIA3009,Omega.4.3,2818.59908195149,2792.68616862649
ART3001,Omega.4.3,2749.03169948054,3120.7405059103
CNTO1275PSA3001,Omega.4.3,2938.96146013073,2566.93813181915
CNTO1275PSA3002,Omega.4.3,2881.30793476668,2996.38401937411
DIA3005,Omega.4.3,2673.71479553433,2911.10150629798
DIA3002,Omega.4.3,2042.79344235122,2644.534640324
DIA3010,Omega.4.3,2664.45823390472,3076.73952001159
DIA3006,Omega.4.3,2906.61443055163,2940.0998458878
DIA3012,Omega.4.3,2878.67119149867,3001.32597108954
DIA3015,Omega.4.3,2381.18428562436,2787.02915642389
28431754DIA3014,Omega.4.3,3045.84831068858,3053.64223263306
28431754DIA3011,Omega.4.3,2627.24210815619,3042.36400967701
BI107_210,Omega.5.3,2323.79083563525,2624.90149365062
BI1245_36,Omega.5.3,2886.51866548802,2969.00751855135
BI1276_1,Omega.5.3,2763.84284735201,2587.22764015039
BI244_2484,Omega.5.3,2826.4438896924,3143.99597345935
BI248_524,Omega.5.3,2792.51673895046,2770.99706556786
BI248_525,Omega.5.3,3070.59933563827,3060.95158193992
BI248_622,Omega.5.3,3033.74488679875,3079.47461365664
BI248_629,Omega.5.3,2904.75070083845,2892.57252678706
BI502_254,Omega.5.3,2945.52551359079,3114.63316084565
BI502_256,Omega.5.3,2831.65420605116,2851.31619974934
BI502_316,Omega.5.3,2623.63676797889,3184.76703377075
BI502_317,Omega.5.3,2939.71559419958,3158.14180415353
BI502_327,Omega.5.3,2697.22615200973,3018.48339547389
BI502_376,Omega.5.3,2723.8414122801,2872.97881080193
BI502_391,Omega.5.3,2792.87373610206,1781.26283615814
BI502_392,Omega.5.3,2472.36136532144,2755.51792387819
BI502_396,Omega.5.3,2854.17912213541,2970.66748253099
BI502_397,Omega.5.3,2834.0719093178,1861.46250349483
BI502_413,Omega.5.3,2607.32601208664,3128.06109846156
BI502_550,Omega.5.3,2692.50231299814,2064.99528402845
LILLY_B3D_MC_GHAC,Omega.5.3,3031.31618628504,3197.56540312202
LILLY_B3D_US_GHBZ,Omega.5.3,3025.13391951571,3225.37284679323
LILLY_H6D_MC_LVGY,Omega.5.3,2990.65684873063,3036.56051502166
LILLY_H6D_MC_LVHB,Omega.5.3,2823.87868243986,2801.58615206622
LILLY_H6D_MC_LVHG,Omega.5.3,2867.49434632594,2912.03740773075
LILLY_H6D_MC_LVHJ,Omega.5.3,2861.55368660327,2903.8883462457
LILLY_H6D_MC_LVHR,Omega.5.3,2734.75972646386,3021.77832318585
LILLY_H6D_MC_LVHS,Omega.5.3,2883.42618936025,3066.76017842464
LILLY_H6D_MC_LVID,Omega.5.3,2856.64436758132,2819.66520564598
LILLY_H9X_MC_GBCF,Omega.5.3,2615.83667249974,2979.63463091416
LILLY_H9X_MC_GBDA,Omega.5.3,2788.97611746264,2844.23759535016
LILLY_H9X_MC_GBDB,Omega.5.3,3050.73798970695,2969.44582215445
LILLY_H9X_MC_GBDC,Omega.5.3,2868.36602519381,2825.99597618508
LILLY_H9X_MC_GBDD,Omega.5.3,3071.58343797052,3168.38416700223
LILLY_H9X_MC_GBDE,Omega.5.3,2754.48112553798,2852.33666438366
LILLY_H9X_MC_GBDG,Omega.5.3,2945.28925382992,2747.97829263629
RCHNA25220,Omega.5.3,2947.49515241725,3033.36545031489
RCHWA19924,Omega.5.3,2870.77192012985,2935.19902052901
TKASYR322_305,Omega.5.3,2556.56394021028,2714.33494791684
TKASYR322_402,Omega.5.3,2907.03130217557,2959.83974819058
GSK101468_169,Omega.5.3,2892.23371716055,2921.09006531277
GSK101468_204,Omega.5.3,2988.12034217861,3157.70353916492
GSK101468_205,Omega.5.3,2892.57291786144,2765.09179338997
GSK101468_249,Omega.5.3,3000.39080059311,2908.82650117438
GSK200109,Omega.5.3,2813.88030744792,3209.89487025739
GSK200110,Omega.5.3,2766.32639680927,2888.78395842469
GSK201315,Omega.5.3,2944.68784756614,2968.3092667513
GSKAC4116135,Omega.5.3,2796.14064671011,2581.71470226989
GSKAVA102670_v02,Omega.5.3,2990.28932226153,3112.87075700952
GSKAVA102672_v02,Omega.5.3,3031.46143958662,3154.79036801441
GSKAVA105640_v02,Omega.5.3,2906.5319505183,2911.92024824967
GSKB2C112060,Omega.5.3,2794.69824001519,3002.87410138283
GSKCOR103561,Omega.5.3,2988.70055213234,3150.57123473752
GSKDB2113360_v02,Omega.5.3,2786.46957218285,2893.74714494142
GSKFFA112059,Omega.5.3,2704.28648187858,2997.21844316523
GSKFFA115285,Omega.5.3,3027.32619870381,2891.03304011263
GSKHGS1006_C1056_v05,Omega.5.3,2769.29821648605,2683.43120531563
GSKHGS1006_C1057_v03,Omega.5.3,2729.18054202771,2858.45373180305
GSKMEA115588,Omega.5.3,3031.69577896381,3122.01769861562
GSKROR104836,Omega.5.3,2609.50955159429,2561.2110577242
GAL-ALZ-302,Omega.5.3,2988.91727462711,2821.40870049931
C0168T29,Omega.5.3,2677.20628499203,2654.59301026093
Gal-Int-11_24m,Omega.5.3,3028.66713339456,2894.63445431832
Gal-Int-18_24m,Omega.5.3,2939.47904964141,3147.04348808926
C0524T05,Omega.5.3,2923.29395930892,3019.59990562218
C0524T06,Omega.5.3,2953.19244044924,3103.83834759681
C0524T09,Omega.5.3,2917.86308398006,3019.65962277478
C0524T08,Omega.5.3,2908.79339675511,3017.92223797215
C0743T08,Omega.5.3,3031.70338027537,3042.80952291374
C0524T11,Omega.5.3,2698.78480783523,2898.25677288422
C0743T09,Omega.5.3,3121.03285958079,3111.52015102142
C0524T12,Omega.5.3,2909.91594839649,2792.89473514303
DIA3009,Omega.5.3,2845.58513674856,2612.99239081176
ART3001,Omega.5.3,2873.93930136759,2864.09972707207
CNTO1275PSA3001,Omega.5.3,2718.80283446451,3105.51353435038
CNTO1275PSA3002,Omega.5.3,2939.17271000271,2939.12482085744
DIA3005,Omega.5.3,3075.0541052882,3158.2449299544
DIA3002,Omega.5.3,3012.03063923812,2990.09440706968
DIA3010,Omega.5.3,2829.2411978238,2739.56568142483
DIA3006,Omega.5.3,2563.34430122955,2828.05340640941
DIA3012,Omega.5.3,2821.07446288808,2889.9906484174
DIA3015,Omega.5.3,3005.43554334161,2931.86049832686
28431754DIA3014,Omega.5.3,2870.70565316936,3255.94765229945
28431754DIA3011,Omega.5.3,2945.38812466848,2906.11170024397
BI107_210,Omega.6.3,2878.31277750113,2963.95561444273
BI1245_36,Omega.6.3,2730.07127685138,2895.86264744827
BI1276_1,Omega.6.3,2830.4323706271,2952.53903761405
BI244_2484,Omega.6.3,2782.6778371268,3117.44033499205
BI248_524,Omega.6.3,3071.18906220115,2916.40072963849
BI248_525,Omega.6.3,2735.59244739434,2984.59509841583
BI248_622,Omega.6.3,3032.6717195888,3094.99884740601
BI248_629,Omega.6.3,2728.52160636236,2907.89055139637
BI502_254,Omega.6.3,2644.10711304151,2524.61919644222
BI502_256,Omega.6.3,2907.26759788768,2757.32648099413
BI502_316,Omega.6.3,2910.4234184774,2776.95621088692
BI502_317,Omega.6.3,2924.70358122814,3055.73989711466
BI502_327,Omega.6.3,2498.46551029891,2687.00877666199
BI502_376,Omega.6.3,3010.63807736295,2877.95339230099
BI502_391,Omega.6.3,2597.84931428691,2869.1967640128
BI502_392,Omega.6.3,2748.38110084153,2913.80892116662
BI502_396,Omega.6.3,2826.48941052871,2864.18619542591
BI502_397,Omega.6.3,2642.75226443496,2370.87576662011
BI502_413,Omega.6.3,2906.95651001878,2970.48455133229
BI502_550,Omega.6.3,2822.8301375346,236.850349735104
LILLY_B3D_MC_GHAC,Omega.6.3,2625.72286010014,2663.37387888386
LILLY_B3D_US_GHBZ,Omega.6.3,2947.97843139278,3070.77582100421
LILLY_H6D_MC_LVGY,Omega.6.3,3062.7593200903,3042.8000977004
LILLY_H6D_MC_LVHB,Omega.6.3,2952.51512704149,2961.29186029617
LILLY_H6D_MC_LVHG,Omega.6.3,2728.21453426524,3075.71477718627
LILLY_H6D_MC_LVHJ,Omega.6.3,2553.512865612,3036.63109440527
LILLY_H6D_MC_LVHR,Omega.6.3,2642.13645292643,2894.62906615643
LILLY_H6D_MC_LVHS,Omega.6.3,2805.24079186778,2902.12326968712
LILLY_H6D_MC_LVID,Omega.6.3,3043.06732697988,3278.53754900166
LILLY_H9X_MC_GBCF,Omega.6.3,2724.54427750332,3118.0528358007
LILLY_H9X_MC_GBDA,Omega.6.3,2870.17208463601,3129.93797151498
LILLY_H9X_MC_GBDB,Omega.6.3,2824.1210519373,2866.7692240497
LILLY_H9X_MC_GBDC,Omega.6.3,3073.54302295809,2839.48916898205
LILLY_H9X_MC_GBDD,Omega.6.3,3120.47568099449,3056.60175845288
LILLY_H9X_MC_GBDE,Omega.6.3,2233.64254844867,2710.29199073404
LILLY_H9X_MC_GBDG,Omega.6.3,3005.8076683783,2697.28513344025
RCHNA25220,Omega.6.3,2881.74244136763,3157.8586151199
RCHWA19924,Omega.6.3,3070.30254017085,3162.58738376052
TKASYR322_305,Omega.6.3,2989.28766675812,3022.93716658012
TKASYR322_402,Omega.6.3,2773.52147319264,2856.39711379839
GSK101468_169,Omega.6.3,2840.85275405749,3037.53079728105
GSK101468_204,Omega.6.3,2328.19495930062,2941.49498569736
GSK101468_205,Omega.6.3,3008.10442252172,3110.4085235749
GSK101468_249,Omega.6.3,2834.65171667051,3028.26004463441
GSK200109,Omega.6.3,2949.30061854345,3181.02094554601
GSK200110,Omega.6.3,2928.31884225587,2783.36979838466
GSK201315,Omega.6.3,2831.57169608662,2914.630365524
GSKAC4116135,Omega.6.3,2843.16020314372,2924.07823009306
GSKAVA102670_v02,Omega.6.3,2551.50676095219,2419.31570764381
GSKAVA102672_v02,Omega.6.3,2758.33973528498,2723.21466599545
GSKAVA105640_v02,Omega.6.3,2906.1170794434,2959.09112905546
GSKB2C112060,Omega.6.3,2866.61906981391,2921.17720257957
GSKCOR103561,Omega.6.3,2813.13952690103,2704.33061993804
GSKDB2113360_v02,Omega.6.3,3071.84407925867,3076.96040807654
GSKFFA112059,Omega.6.3,3070.61094731544,3065.19498926693
GSKFFA115285,Omega.6.3,2498.07724697741,3136.59800548741
GSKHGS1006_C1056_v05,Omega.6.3,2943.42770637637,3042.80994235615
GSKHGS1006_C1057_v03,Omega.6.3,2467.37517002929,2559.53807676696
GSKMEA115588,Omega.6.3,2792.9961505796,2690.80959326613
GSKROR104836,Omega.6.3,2596.82357114402,2723.02446385286
GAL-ALZ-302,Omega.6.3,2787.67037409525,2760.11563437218
C0168T29,Omega.6.3,2878.66908650842,3145.80843680377
Gal-Int-11_24m,Omega.6.3,2851.07255151552,2826.2552382943
Gal-Int-18_24m,Omega.6.3,2880.71087577944,2801.54948839856
C0524T05,Omega.6.3,3003.43379175876,2871.05397281011
C0524T06,Omega.6.3,2898.64939539149,2834.44328580889
C0524T09,Omega.6.3,2735.58234246046,3132.55460076936
C0524T08,Omega.6.3,2777.6600143759,2838.8823937685
C0743T08,Omega.6.3,2978.54350587843,2904.31345118964
C0524T11,Omega.6.3,2753.23648631356,3174.24163941857
C0743T09,Omega.6.3,3032.91394865982,2708.61107767568
C0524T12,Omega.6.3,3032.98316756993,2977.32042470313
DIA3009,Omega.6.3,2805.96162796642,3187.19344097414
ART3001,Omega.6.3,2823.01166829655,2893.50994423055
CNTO1275PSA3001,Omega.6.3,2628.06453447125,2785.16829657793
CNTO1275PSA3002,Omega.6.3,2922.38145465567,2937.28824686444
DIA3005,Omega.6.3,2725.88874485895,2923.95130428138
DIA3002,Omega.6.3,3069.18765939261,2912.72549921105
DIA3010,Omega.6.3,2912.35438294677,3009.67875388623
DIA3006,Omega.6.3,2908.82456092688,2732.32950523894
DIA3012,Omega.6.3,2827.4325643157,2859.38733266515
DIA3015,Omega.6.3,2990.7571067805,3122.31117277765
28431754DIA3014,Omega.6.3,2846.30115555857,2958.72003620775
28431754DIA3011,Omega.6.3,2859.76951362345,2827.99318046408
BI107_210,Omega.1.4,2617.74455403811,2754.866090643
BI1245_36,Omega.1.4,3025.87842301283,2922.03562054174
BI1276_1,Omega.1.4,2919.21555904021,3017.4604626931
BI244_2484,Omega.1.4,2867.88499831999,2881.67137150323
BI248_524,Omega.1.4,2948.65542505279,3128.94241114849
BI248_525,Omega.1.4,2344.58691911512,2614.30326594042
BI248_622,Omega.1.4,2470.99365791236,2859.3839509742
BI248_629,Omega.1.4,2949.55881558276,3082.90130057202
BI502_254,Omega.1.4,2698.7917385608,2926.19108866334
BI502_256,Omega.1.4,2733.32634724295,2928.47893034445
BI502_316,Omega.1.4,2860.81031722485,1881.29153921421
BI502_317,Omega.1.4,2897.40992688423,2756.37297214943
BI502_327,Omega.1.4,2877.68641964137,2926.70988766742
BI502_376,Omega.1.4,2826.09234366605,2877.42538259066
BI502_391,Omega.1.4,3119.87255999187,3054.84693387904
BI502_392,Omega.1.4,3075.01829785801,2704.93416153354
BI502_396,Omega.1.4,3071.35557605402,2932.5772936835
BI502_397,Omega.1.4,2908.51296499393,3031.75421818727
BI502_413,Omega.1.4,2652.81104618902,2802.27179573994
BI502_550,Omega.1.4,2889.02806256881,3148.59965410544
LILLY_B3D_MC_GHAC,Omega.1.4,2844.22093173728,3053.27099898925
LILLY_B3D_US_GHBZ,Omega.1.4,2891.85987043656,2975.77370677189
LILLY_H6D_MC_LVGY,Omega.1.4,2782.19287657463,2960.89314044337
LILLY_H6D_MC_LVHB,Omega.1.4,2987.80018960278,3084.66875294905
LILLY_H6D_MC_LVHG,Omega.1.4,2877.40406654688,2726.91145035841
LILLY_H6D_MC_LVHJ,Omega.1.4,2874.74712162437,2946.32737223992
LILLY_H6D_MC_LVHR,Omega.1.4,2882.89259132291,2875.3235045015
LILLY_H6D_MC_LVHS,Omega.1.4,2567.788826379,2749.53305862963
LILLY_H6D_MC_LVID,Omega.1.4,2988.44925117364,2597.46692588026
LILLY_H9X_MC_GBCF,Omega.1.4,2961.54953805449,2882.28018847796
LILLY_H9X_MC_GBDA,Omega.1.4,2833.26882627989,2141.08726462314
LILLY_H9X_MC_GBDB,Omega.1.4,2987.46588822037,3190.79495261557
LILLY_H9X_MC_GBDC,Omega.1.4,2902.31623167828,2904.27141094106
LILLY_H9X_MC_GBDD,Omega.1.4,2862.03936320264,3184.9882162356
LILLY_H9X_MC_GBDE,Omega.1.4,2715.65505751754,2797.9146260344
LILLY_H9X_MC_GBDG,Omega.1.4,3070.62495229472,3038.92106306638
RCHNA25220,Omega.1.4,2426.83236260252,2874.55738499587
RCHWA19924,Omega.1.4,2876.48931411793,3128.18170608946
TKASYR322_305,Omega.1.4,2946.40060734519,3034.56603014145
TKASYR322_402,Omega.1.4,2794.61378963057,3094.98689077477
GSK101468_169,Omega.1.4,2799.97720826953,2888.796355924
GSK101468_204,Omega.1.4,2947.14090021001,2931.25352262909
GSK101468_205,Omega.1.4,2837.95785743875,2749.9440856206
GSK101468_249,Omega.1.4,3001.65665547063,3041.96089586592
GSK200109,Omega.1.4,2885.77485657219,2555.10718196405
GSK200110,Omega.1.4,2924.87920524334,2971.26872842111
GSK201315,Omega.1.4,2728.10437073587,2780.95833291282
GSKAC4116135,Omega.1.4,2705.04024527268,2925.07569044374
GSKAVA102670_v02,Omega.1.4,2440.88231497402,2901.29174284378
GSKAVA102672_v02,Omega.1.4,2840.32664152987,2864.79049328928
GSKAVA105640_v02,Omega.1.4,2987.00019168306,2968.7447659436
GSKB2C112060,Omega.1.4,2741.87435313921,2927.153774879
GSKCOR103561,Omega.1.4,2885.70031900424,2985.37366023641
GSKDB2113360_v02,Omega.1.4,3032.22201871268,3045.54088513168
GSKFFA112059,Omega.1.4,2605.60438965241,2795.52012568442
GSKFFA115285,Omega.1.4,2866.03787098706,2795.18399220905
GSKHGS1006_C1056_v05,Omega.1.4,2658.61552830917,2925.09818470805
GSKHGS1006_C1057_v03,Omega.1.4,2948.55868286462,3115.32878488238
GSKMEA115588,Omega.1.4,2401.61661323796,3014.97613110476
GSKROR104836,Omega.1.4,2869.84071239681,2920.42896731886
GAL-ALZ-302,Omega.1.4,3112.51932794353,3107.00991916337
C0168T29,Omega.1.4,2922.4395098962,2979.67907325571
Gal-Int-11_24m,Omega.1.4,2662.8923299866,2905.39785227351
Gal-Int-18_24m,Omega.1.4,3075.04640196321,2835.1326171991
C0524T05,Omega.1.4,2874.19335949909,3090.00389346883
C0524T06,Omega.1.4,2310.56782851071,2454.58094209305
C0524T09,Omega.1.4,2940.36327186637,3124.83924906399
C0524T08,Omega.1.4,2843.3732784456,2871.67280833163
C0743T08,Omega.1.4,2670.67456801595,2708.04179250712
C0524T11,Omega.1.4,2688.51567218522,2950.09358383925
C0743T09,Omega.1.4,2599.49482479776,3016.70184599443
C0524T12,Omega.1.4,2981.59599486997,2800.28255350302
DIA3009,Omega.1.4,2800.25390973318,2959.83061408727
ART3001,Omega.1.4,2869.87083229329,2769.63153735511
CNTO1275PSA3001,Omega.1.4,2830.72313594681,2749.42174465083
CNTO1275PSA3002,Omega.1.4,2949.49425991073,2980.64165832804
DIA3005,Omega.1.4,3029.10560522754,3078.84411520901
DIA3002,Omega.1.4,3164.45836418637,3032.55052805827
DIA3010,Omega.1.4,2986.54898990807,2855.74205242423
DIA3006,Omega.1.4,2898.14124334926,2859.20488714096
DIA3012,Omega.1.4,2726.65427593845,2842.67843191626
DIA3015,Omega.1.4,3024.72552266076,3340.12590971169
28431754DIA3014,Omega.1.4,2904.81276645797,3112.62219286344
28431754DIA3011,Omega.1.4,2909.29214564594,3001.83547757595
BI107_210,Omega.2.4,2741.59073706315,3054.16221065242
BI1245_36,Omega.2.4,2987.78837568078,2573.99062169369
BI1276_1,Omega.2.4,2771.81330465694,3144.78627612102
BI244_2484,Omega.2.4,2634.49398040853,2899.12297087681
BI248_524,Omega.2.4,2984.59335889179,2589.05314678082
BI248_525,Omega.2.4,2843.25623099398,3016.13011928348
BI248_622,Omega.2.4,2990.7571067805,2882.57238824798
BI248_629,Omega.2.4,2795.06428354443,2946.58102280242
BI502_254,Omega.2.4,2867.60556051041,3281.11558154071
BI502_256,Omega.2.4,2943.36789784841,3119.3033798823
BI502_316,Omega.2.4,2792.69296064558,3061.19358073536
BI502_317,Omega.2.4,3025.36793170899,2697.22532543953
BI502_327,Omega.2.4,3064.28569865192,2998.68266851571
BI502_376,Omega.2.4,2738.95180843173,2831.18130873622
BI502_391,Omega.2.4,2757.14928979553,2810.54207004145
BI502_392,Omega.2.4,2811.28851195628,2916.15310466309
BI502_396,Omega.2.4,2756.9934973464,2750.4429966635
BI502_397,Omega.2.4,2796.1998566633,2949.36131618377
BI502_413,Omega.2.4,2719.55946905669,3091.5407404767
BI502_550,Omega.2.4,2795.00148774563,2807.32376231524
LILLY_B3D_MC_GHAC,Omega.2.4,2799.62018355785,3069.55403034802
LILLY_B3D_US_GHBZ,Omega.2.4,2990.4229525474,2908.06429139567
LILLY_H6D_MC_LVGY,Omega.2.4,2917.99183706473,2892.86604655606
LILLY_H6D_MC_LVHB,Omega.2.4,3037.50956446299,3028.27581512328
LILLY_H6D_MC_LVHG,Omega.2.4,2770.53460268517,3001.3799238313
LILLY_H6D_MC_LVHJ,Omega.2.4,2670.17756341292,2794.90360559354
LILLY_H6D_MC_LVHR,Omega.2.4,2900.13796785917,2836.67870897539
LILLY_H6D_MC_LVHS,Omega.2.4,2651.48262344303,2914.42783579338
LILLY_H6D_MC_LVID,Omega.2.4,2775.05656070602,2943.48403373466
LILLY_H9X_MC_GBCF,Omega.2.4,2753.92619116623,2713.83714639706
LILLY_H9X_MC_GBDA,Omega.2.4,2607.36588686082,2583.00140924128
LILLY_H9X_MC_GBDB,Omega.2.4,3027.49217646583,3077.56524273302
LILLY_H9X_MC_GBDC,Omega.2.4,2865.01572068626,3163.54267518426
LILLY_H9X_MC_GBDD,Omega.2.4,2922.72788053863,3153.81504988303
LILLY_H9X_MC_GBDE,Omega.2.4,2948.62317658941,2835.03377123907
LILLY_H9X_MC_GBDG,Omega.2.4,3025.9758131563,3021.8164872946
RCHNA25220,Omega.2.4,2944.87027064545,3006.09611875269
RCHWA19924,Omega.2.4,2462.98786763544,2801.31812001373
TKASYR322_305,Omega.2.4,3025.90608479038,2753.56926186086
TKASYR322_402,Omega.2.4,2987.43430443272,3228.8217133895
GSK101468_169,Omega.2.4,2783.31748200846,2973.87207711703
GSK101468_204,Omega.2.4,2632.2493499437,2813.25687551389
GSK101468_205,Omega.2.4,2776.24979894856,2827.75619607794
GSK101468_249,Omega.2.4,2940.38851208839,2930.38034799276
GSK200109,Omega.2.4,2888.55369116892,2855.95418729985
GSK200110,Omega.2.4,2983.57606382196,2950.00408249556
GSK201315,Omega.2.4,2561.80427859297,3035.89242620883
GSKAC4116135,Omega.2.4,2828.81915226051,2811.94589695773
GSKAVA102670_v02,Omega.2.4,2825.039936414,2930.59095127529
GSKAVA102672_v02,Omega.2.4,2806.7538701467,2910.40559082267
GSKAVA105640_v02,Omega.2.4,2832.440533407,2810.5753191918
GSKB2C112060,Omega.2.4,2713.47551353417,2761.52290714653
GSKCOR103561,Omega.2.4,2673.70489144747,3115.94822251732
GSKDB2113360_v02,Omega.2.4,2901.75082172634,2587.46116807998
GSKFFA112059,Omega.2.4,2877.03115720087,3069.06848522984
GSKFFA115285,Omega.2.4,2938.1184997617,3002.25009584217
GSKHGS1006_C1056_v05,Omega.2.4,2762.97802831019,3004.60099358866
GSKHGS1006_C1057_v03,Omega.2.4,2791.70417498463,2799.59786520448
GSKMEA115588,Omega.2.4,2916.39849580927,3027.7088323127
GSKROR104836,Omega.2.4,2923.94071110784,2916.35416155059
GAL-ALZ-302,Omega.2.4,2976.97893778852,2683.8556315199
C0168T29,Omega.2.4,2869.38777352361,2742.20002759271
Gal-Int-11_24m,Omega.2.4,2935.99622938129,3029.06844140463
Gal-Int-18_24m,Omega.2.4,2761.34888246976,2891.03014732527
C0524T05,Omega.2.4,2756.87739821247,3089.29049921319
C0524T06,Omega.2.4,2909.16743399034,3055.73676992188
C0524T09,Omega.2.4,2819.24641089423,2993.02558447429
C0524T08,Omega.2.4,3033.26009035329,2932.71198438532
C0743T08,Omega.2.4,2870.2926127539,3007.04428614368
C0524T11,Omega.2.4,2949.36516139149,2815.93329021398
C0743T09,Omega.2.4,2965.71718619773,2902.39426271399
C0524T12,Omega.2.4,2717.62656503573,2883.08161959008
DIA3009,Omega.2.4,3006.77229414297,2930.18385417177
ART3001,Omega.2.4,2931.80235446485,3096.6199424217
CNTO1275PSA3001,Omega.2.4,2916.68641273776,3129.27730226513
CNTO1275PSA3002,Omega.2.4,2765.77005490878,2955.11290993548
DIA3005,Omega.2.4,2507.10146763536,2984.58579756878
DIA3002,Omega.2.4,2822.74815719711,2639.24801053846
DIA3010,Omega.2.4,2946.91046355893,2704.22465454003
DIA3006,Omega.2.4,2986.4831508311,2965.90369805209
DIA3012,Omega.2.4,2830.64819697607,2697.09453874024
DIA3015,Omega.2.4,2699.01057314285,2984.90252307991
28431754DIA3014,Omega.2.4,2724.79005434043,3004.15895355738
28431754DIA3011,Omega.2.4,2628.98384399805,2941.3477372389
BI107_210,Omega.3.4,2894.91565984344,2829.33297048534
BI1245_36,Omega.3.4,2847.67275017508,2638.98562594126
BI1276_1,Omega.3.4,2946.7545902113,2912.47679303684
BI244_2484,Omega.3.4,2793.49932899674,2330.39152806221
BI248_524,Omega.3.4,2869.02784181955,3070.09682310051
BI248_525,Omega.3.4,2865.86497635524,2284.70336115392
BI248_622,Omega.3.4,2835.62006878015,3045.73062707966
BI248_629,Omega.3.4,2949.6879397538,3016.06609807146
BI502_254,Omega.3.4,2772.25795352161,2349.97043474942
BI502_256,Omega.3.4,3164.25749262129,2925.36309521875
BI502_316,Omega.3.4,2764.18906789658,3029.93088481156
BI502_317,Omega.3.4,2949.26834872214,2864.60259062611
BI502_327,Omega.3.4,2876.92488473583,2953.89416499923
BI502_376,Omega.3.4,3024.82768702415,3072.52931230538
BI502_391,Omega.3.4,2806.26516109012,3093.65214553623
BI502_392,Omega.3.4,3008.22353675999,3119.66710583699
BI502_396,Omega.3.4,2801.44508395935,2546.16652691771
BI502_397,Omega.3.4,2244.67499743804,2954.46608866486
BI502_413,Omega.3.4,2863.02312243366,2863.6009208873
BI502_550,Omega.3.4,2700.99395089583,2877.29371752435
LILLY_B3D_MC_GHAC,Omega.3.4,2990.3895432937,3103.83239887843
LILLY_B3D_US_GHBZ,Omega.3.4,2832.61138559466,3049.85623335998
LILLY_H6D_MC_LVGY,Omega.3.4,2828.54464503046,3120.10976305032
LILLY_H6D_MC_LVHB,Omega.3.4,2919.22257214408,3117.35398978248
LILLY_H6D_MC_LVHG,Omega.3.4,2862.43965446499,3106.0778889748
LILLY_H6D_MC_LVHJ,Omega.3.4,2964.82774571413,2915.61518613906
LILLY_H6D_MC_LVHR,Omega.3.4,2763.39317693146,3007.67181058692
LILLY_H6D_MC_LVHS,Omega.3.4,2920.7110381087,2900.1892435738
LILLY_H6D_MC_LVID,Omega.3.4,3042.22440457268,3049.66431132331
LILLY_H9X_MC_GBCF,Omega.3.4,2472.73086483282,1534.59349644503
LILLY_H9X_MC_GBDA,Omega.3.4,2836.34530159212,2451.76749631681
LILLY_H9X_MC_GBDB,Omega.3.4,2555.91878203646,2831.47172333218
LILLY_H9X_MC_GBDC,Omega.3.4,2844.00191306644,2980.34897168307
LILLY_H9X_MC_GBDD,Omega.3.4,2798.98409773758,2601.84349486689
LILLY_H9X_MC_GBDE,Omega.3.4,2942.91968809568,2881.15082512511
LILLY_H9X_MC_GBDG,Omega.3.4,2465.52797291998,2712.71913847683
RCHNA25220,Omega.3.4,2833.76328096491,2861.21774210252
RCHWA19924,Omega.3.4,2985.72945182959,3138.08068325958
TKASYR322_305,Omega.3.4,2777.91195942181,654.906041828361
TKASYR322_402,Omega.3.4,106.449286177988,80.1597314175442
GSK101468_169,Omega.3.4,2939.05436965331,2838.50931271254
GSK101468_204,Omega.3.4,2857.38251442354,2954.76665049769
