condition_sought,level_name,term,drug_defined_label
mood_neurotic_sleep,pt_name,Noctiphobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Nocturnal agitation,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Nocturnal awakening,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Nocturnal eating (drinking) syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Nocturnal fear,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Non-24-hour sleep-wake disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,"Non-organic sleep disorder, unspecified","Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,"Nonorganic sleep disorder, unspecified","Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Nosophobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Obesity hypoventilation syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Obsession,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Obsessional neurosis,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Obsessional neurosis aggravated,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Obsessional state,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Obsessive-compulsive disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Obsessive-compulsive disorders,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Obsessive-compulsive neurosis,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Obsessive-compulsive reaction,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Obsessive-compulsive symptom,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Obsessive need for symmetry,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Obsessive reaction,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Obsessive rumination,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Obsessive thoughts,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Obstructive sleep apnea hypopnea syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Obstructive sleep apnea syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Obstructive sleep apnoea hypopnoea syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Obstructive sleep apnoea syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,OCD,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Ochlophobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Onychotillomania,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Organic affective syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Organic anxiety disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Organic anxiety syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Organic mood disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Organic mood syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Osmophobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Other acute reactions to stress,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Other affective psychoses,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Other and unspecified affective psychoses,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Other and unspecified sleep apnea,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Other anxiety states,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Other dysfunctions of sleep stages or arousal from sleep,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Other hypersomnia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Other insomnia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Other isolated or simple phobias,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Other neurotic disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Other neurotic disorders,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Other sleep disturbances,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Other specific disorders of sleep of nonorganic origin,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Other specified affective psychoses,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Outburst of anger,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Overanxious disorder of childhood,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Overanxious disorder specific to childhood and adolescence,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Paediatric autoimmune neuropsychiatric disorders associated with streptococcal infection,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,PANDAS,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Panic attack,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Panic attacks,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Panic disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Panic disorder NOS,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Panic disorder with agoraphobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Panic disorder without agoraphobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Panic reaction,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Panic reaction aggravated,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Parasomnia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Parasomnia due to organic factors,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Parasomnia NOS,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Paroniria,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Paruresis,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Pathological emotionally,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Pediatric autoimmune neuropsychiatric disorders associated with streptococcal infection,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Performance fear,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Perinatal depression,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Periodic limb movement disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Periodic limb movement disorder (PLMD),"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Perry syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Persistent crying,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Persistent depressive disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Persistent disorder of initiating or maintaining sleep,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Persistent disorder of initiating or maintaining wakefulness,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Phagophobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Pharmacophobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Phase-shift disruption of 24-hour sleep-wake cycle,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Phobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Phobia of driving,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Phobia of exams,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Phobia of flying,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,"Phobia, unspecified","Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Phobias NOS,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Phobic anxiety,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Phobic avoidance,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Phobic disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Phobic disorder aggravated,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Phobic disorders,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Phobic reaction,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Phobic state,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Phonophobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Photaugiaphobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Pickwickian syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,PMS,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,PMT,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Poor quality sleep,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Poor sleep,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Post-partum stress disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Post-traumatic stress disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Post stroke depression,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Postdormital paralysis,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Postictal depression,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Postmenopausal depression,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Postnatal blues,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Postnatal depression (excl psychosis),"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Postoperative depression,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Postpartum depression,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Postpartum neurosis,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Postpartum stress disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Poverty emotional,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Pre-menstrual tension syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Predominant disturbance of emotions,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Predominant psychomotor disturbance,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Predormital paralysis,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Premenstrual dysphoric disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Premenstrual syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Premenstrual tension,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Premenstrual tension syndromes,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Primary hypersomnia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Primary insomnia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Procedural anxiety,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Prolonged post-traumatic stress disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Prolonged posttraumatic stress disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Pseudoangina,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Pseudobulbar affect,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Psychasthenia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Psychomotor retardation,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Psychoneurosis,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Psychosis affective,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Psychosis depressive,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Psychotic depression,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Puerperal depression,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Puerperal neurosis,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Rage,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Rapid eye movement sleep behavior disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Rapid eye movement sleep behaviour disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Rapid eye movements sleep abnormal,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Reaction alarm,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Reaction anxiety,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Reaction emotional,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Reaction neurotic,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Reaction obsessive-compulsive,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Reaction panic,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Reaction phobic,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Recurrent depressive disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Reduced interest in usual activities,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,REM sleep abnormal,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,REM sleep anbormal,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,REM sleep behavior disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,REM sleep behaviour disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Repetitive intrusions of sleep,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Restricted affect,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Reversed sleep rhythm,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Screaming,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Screaming syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Seasonal affective disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Seasonal depression,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Selective mutism,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Self hatred,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Self injection anxiety,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Sense of a foreshortened future,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Separation anxiety,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Separation anxiety disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Shaking inside,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Shaky feelings,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Shell shock,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Shift-work related sleep disturbance,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Shift work disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Short tempered,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Shy bladder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Simple phobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sinking feeling,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Sitophobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Situational anxiety,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Sleep-related eating disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep-wake schedule disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep-wake transition paralysis,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep-wake transition speech loss,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep apnea,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep apnea syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep apnoea,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Sleep apnoea syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep apnoea syndromes,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Sleep attacks,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep decreased,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep difficult,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Sleep disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep disorder (NOS),"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Sleep disorder due to a general medical condition,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,"Sleep disorder due to general medical condition, hypersomnia type","Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,"Sleep disorder due to general medical condition, insomnia type","Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,"Sleep disorder due to general medical condition, mixed type","Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,"Sleep disorder due to general medical condition, parasomnia type","Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep disorder NOS,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep disturbance,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep disturbances,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep disturbed,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep driving,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep drunkenness,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep excessive,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Sleep inertia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep loss,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep maintenance insomnia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep onset paralysis,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Sleep paralysis,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep phase rhythm disturbance,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep problem,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep REM abnormal,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep restless,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep rhythm reversal,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Sleep sex,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Sleep talking,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Sleep terror,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep unwell,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleep walking,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleepiness,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleeplessness,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sleepy,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Slightly irritable,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Snappy,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Social anxiety disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Social fear,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Social phobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Somnambulation,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Somnambulism,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Somnambulism or night terrors,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Somniloquism,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Somnolence,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Somnolence neonatal,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Sopor,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Specific disorders of sleep,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Specific disorders of sleep of non-organic origin,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Specific disorders of sleep of nonorganic origin,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Specific phobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Stage fright,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Steroid withdrawal syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Stimulant-induced mood disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Stress,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Stress symptoms,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Stupor,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Substance-induced mood disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Suffering,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Suicidal depression,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Sullen,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Syndrome corticosteroid withdrawal,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Syndrome premenstrual,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Syndrome screaming,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Syndrome sreaming,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Tearfulness,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Tense,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Tenseness,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Tension,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Tension nervous,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Terminal agitation,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Terminal insomnia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Terrifying dreams,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Thanatophobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Thermophobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Thixophobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Torpor,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Torpor mental,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Transient disorder of initiating or maintaining sleep,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Transient disorder of initiating or maintaining wakefulness,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Transient insomnia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Transitory post-partum mood disturbance,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Transitory postpartum mood disturbance,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Trembling inside,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Tremulousness nervous,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Trichotemnomania,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Trichotillomania,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Trouble falling asleep,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Trypanophobia,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Uncontrollable crying,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Unhappiness,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Unipolar depression,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Unipolar depressive illness,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Unspecified acute reaction to stress,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Unspecified affective psychosis,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Unspecified neurotic disorder,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Unspecified sleep disturbance,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,pt_name,Upper airway resistance syndrome,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Violent dreams,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Vivid dreams,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Wakefulness,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Weeping,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Weepy,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Withdrawal emotional,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Withdrawal syndrome corticosteroid,"Mood, neurotic and sleep disorders"
mood_neurotic_sleep,llt_name,Worry,"Mood, neurotic and sleep disorders"
obesity,llt_name,Adiposis,bmi
obesity,llt_name,Adipositas,bmi
obesity,llt_name,Adipositas per magna,bmi
obesity,llt_name,Adipositas permagna,bmi
obesity,llt_name,Gross obesity,bmi
obesity,llt_name,Morbid obesity,bmi
obesity,pt_name,Obesity,bmi
obesity,llt_name,Obesity and other hyperalimentation,bmi
obesity,llt_name,"Obesity, unspecified",bmi
obesity,llt_name,Other obesity and hyperalimentation,bmi
osteoporosis,llt_name,Bone fragile,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,llt_name,Disuse osteoporosis,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,llt_name,Fracture due to osteoporosis,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,llt_name,Idiopathic osteoporosis,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,llt_name,Osteopaenia,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,llt_name,Osteopaenia periarticular,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,pt_name,Osteopenia,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,llt_name,Osteopenia periarticular,Osteoporosis (or risk factors for osteoporosis)
osteoporosis,llt_name,Osteoporomalacia,Osteoporosis (or risk factors for osteoporosis)
