llt_code,pt_name
10061598,Immunodeficiency
10061599,Lower limb fracture
10061600,Metastases to the respiratory system
10061601,Platelet aggregation abnormal
10061602,Pulmonary function test abnormal
10061603,Respiratory syncytial virus infection
10061604,Ultrasonic angiogram abnormal
10061605,Ultrasonic angiogram normal
10061606,Ultrasound scan abnormal
10061607,Ultrasound scan normal
10061608,17 ketosteroids urine abnormal
10061609,Abdominal operation
10061610,Abdominal wall neoplasm
10061611,Abdominal wall operation
10061612,Abdominal X-ray
10061613,Abnormal sleep-related event
10061614,Abortion complete
10061615,Abortion complicated
10061616,Abortion spontaneous complete
10061617,Abortion spontaneous incomplete
10061618,Acanthamoeba infection
10061619,Deformity
10061620,Bladder transitional cell carcinoma
10061621,Adjustment disorder
10061622,Adrenalectomy
10061623,Adverse drug reaction
10061624,AIDS related complication
10061625,Aldosterone urine abnormal
10061626,Allergy to chemicals
10061627,Amputation
10061628,Anal infection
10061629,Anal neoplasm
10061630,Adrenogenital syndrome
10061631,Analgesic intervention supportive therapy
10061632,Analgesic intervention supportive therapy
10061633,Androgens
10061634,Androgens decreased
10061635,Androgens normal
10061636,Angiodysplasia
10061637,Angiogram
10061638,Angiogram normal
10061639,Angiokeratoma
10061640,Anorectal infection
10061641,Anterior chamber disorder
10061642,Antibiotic level above therapeutic
10061643,Antibiotic level below therapeutic
10061644,Antibiotic level therapeutic
10061645,Antidepressant drug clearance
10061646,Antidepressant drug level above therapeutic
10061647,Antidepressant drug level below therapeutic
10061648,Antidepressant drug level decreased
10061649,Antidepressant drug level increased
10061650,Antidepressant drug level therapeutic
10061651,Aortic surgery
10061652,Aortic valve repair
10061653,Apheresis
10061654,Apolipoprotein A-II abnormal
10061655,Arterial graft
10061656,Arterial repair
10061657,Arterial stent insertion
10061658,Arteriogram
10061659,Arteriogram abnormal
10061660,Artery dissection
10061661,Assisted delivery
10061662,Asymptomatic gene carrier
10061663,Atypical mycobacterial infection
10061664,Autoimmune disorder
10061665,Autonomic nerve operation
10061666,Autonomic neuropathy
10061667,Bacterial test positive
10061668,Bacterial test negative
10061669,Bacterial test positive
10061670,Bacterial test negative
10061671,Bacterial test positive
10061672,Bacterial test negative
10061673,Bacterial test positive
10061674,Bacterial test negative
10061675,Bacterial test negative
10061676,Bacterial test positive
10061677,Bacterial test negative
10061678,Bacterial test positive
10061679,Bacterial test negative
10061680,Bacterial test positive
10061681,Bacterial test negative
10061682,Arteriogram normal
10061683,Arthrodesis
10061684,Platelet function test
10061685,Thyroid haemorrhage
10061686,Barium double contrast abnormal
10061687,Barium double contrast normal
10061688,Barotrauma
10061689,Basophil morphology abnormal
10061690,Basophil morphology normal
10061691,Benign mesothelioma
10061692,Benign muscle neoplasm
10061693,Beta 2 microglobulin abnormal
10061694,Beta 2 microglobulin urine abnormal
10061695,Biliary tract infection
10061696,Biliary tract operation
10061697,Biopsy uterus
10061698,Bladder injury
10061699,Bladder operation
10061700,Blast cells
10061701,Blood alcohol decreased
10061702,Amphetamines positive
10061703,Amphetamines positive
10061704,Barbiturates positive
10061705,Barbiturates positive
10061706,Basophil morphology
10061707,Eosinophil morphology
10061708,Monocyte morphology
10061709,Neutrophil morphology
10061710,Amphetamines
10061711,Barbiturates
10061712,Blood cannabinoids decreased
10061713,Blood cannabinoids increased
10061714,Blood cannabinoids normal
10061715,Blood electrolytes decreased
10061716,Blood electrolytes increased
10061717,Blood heavy metal decreased
10061718,Blood heavy metal increased
10061719,Blood heavy metal normal
10061720,Insulin C-peptide abnormal
10061721,Opiates positive
10061722,Opiates positive
10061723,Opiates negative
10061724,Blood pH
10061725,Blood proinsulin abnormal
10061726,Blood test
10061727,Blood uric acid abnormal
10061728,Bone lesion
10061729,Bone marrow disorder
10061730,Bone marrow transplant
10061731,Bone operation
10061732,Brain operation
10061733,Breast conserving surgery
10061734,Breast operation
10061735,Bronchitis viral
10061736,Bronchitis bacterial
10061737,Bronchitis fungal
10061738,Capnocytophaga infection
10061739,Cardiac electrophysiologic study
10061740,Cardioactive drug level above therapeutic
10061741,Cardioactive drug level below therapeutic
10061742,Cardioactive drug level therapeutic
10061743,Carotene abnormal
10061744,Carotid artery disease
10061745,Cartilage development disorder
10061746,Cartilage neoplasm
10061747,Catecholamines urine abnormal
10061748,Catecholamines urine decreased
10061749,Catecholamines urine normal
10061750,Cerebellar tumour
10061751,Cerebrovascular stenosis
10061752,Cervix operation
10061753,Chemical burn
10061754,Chemotherapeutic drug level
10061755,Chemotherapeutic drug level above therapeutic
10061756,Chemotherapeutic drug level below therapeutic
10061757,Chemotherapeutic drug level therapeutic
10061758,Chemotherapy
10061759,Chest wall operation
10061760,Cholangitis chronic
10061761,Chondrocalcinosis
10061762,Chondropathy
10061763,Chorioretinal disorder
10061764,Chromosomal deletion
10061765,Chromosomal mutation
10061766,Chromosome mapping abnormal
10061767,Chromosome mapping normal
10061768,Chronic respiratory disease
10061769,Ciliary body operation
10061770,Coagulation factor IX level abnormal
10061771,Coagulation factor V level abnormal
10061772,Coagulation factor VII level abnormal
10061773,Coagulation factor VIII level abnormal
10061774,Coagulation factor X level abnormal
10061775,Coagulation factor XI level abnormal
10061776,Coagulation factor XII level abnormal
10061777,Coagulation factor XIII level abnormal
10061778,Colectomy
10061779,Colon operation
10061780,Colporrhaphy
10061781,Complication of delivery
10061782,Conjunctival operation
10061783,Conjunctival vascular disorder
10061784,Conjunctivitis bacterial
10061785,Muscle contracture
10061786,Coombs test
10061787,Corneal cyst
10061788,Corneal infection
10061789,Corneal operation
10061790,Cortisol free urine abnormal
10061791,Cranial nerve operation
10061792,Bacterial test positive
10061793,Bacterial test negative
10061794,CSF measles antibody negative
10061795,CSF measles antibody positive
10061796,Mycobacterium test positive
10061797,Mycobacterium test negative
10061798,CSF pressure abnormal
10061799,CSF shunt operation
10061800,CSF virus identified
10061801,CSF virus no organisms observed
10061802,Cyclosporidium infection
10061803,Cyst rupture
10061804,Cytology
10061805,Cytomegalovirus test
10061806,Cytomegalovirus test
10061807,Cardiac electrophysiologic study normal
10061808,Cardiac electrophysiologic study abnormal
10061809,Cervix carcinoma stage 0
10061810,Deformity thorax
10061811,Demyelinating polyneuropathy
10061812,Dental operation
10061813,Dental care
10061814,Detoxification
10061815,Diabetic vascular disorder
10061816,Diagnostic procedure
10061817,Diaphragmatic operation
10061818,Disease progression
10061819,Disease recurrence
10061820,Diverticular perforation
10061821,Drug implantation
10061822,Drug intolerance
10061823,Drug level
10061824,Drug level fluctuating
10061825,Duodenal neoplasm
10061826,Duodenal operation
10061827,Dyssomnia
10061828,Ear abrasion
10061829,Ear canal stenosis
10061830,Ear infection viral
10061831,Ear operation
10061832,Eating disorder symptom
10061833,Elbow deformity
10061834,Electron radiation therapy
10061835,Diabetic nephropathy
10061836,Electrophoresis normal
10061837,Endocarditis viral
10061838,Endoscopy abnormal
10061839,Endoscopy large bowel
10061840,Endoscopy normal
10061841,Enterocolitis viral
10061842,Entropion
10061843,Eosinophil morphology abnormal
10061844,Eosinophil morphology normal
10061845,Epinephrine abnormal
10061846,Extradural abscess
10061847,Extragonadal primary germ cell tumour
10061848,Extragonadal primary malignant teratoma
10061849,Extragonadal primary non-seminoma
10061850,Extranodal marginal zone B-cell lymphoma (MALT type)
10061851,Eye exercises
10061852,Eye operation
10061853,Eyelid operation
10061854,Facial operation
10061855,Fallopian tube neoplasm
10061856,Fascial operation
10061857,Fat necrosis
10061858,Fluid replacement
10061859,Trematode infection
10061860,Endoscopy gastrointestinal abnormal
10061861,Endoscopy gastrointestinal normal
10061862,Neonatal complications of substance abuse
10061863,Neoplasm of orbit
10061864,Neoplasm recurrence
10061865,Peripheral nerve operation
10061866,Nerve root compression
10061867,Neutrophil function test abnormal
10061868,Neutrophil function test normal
10061869,Neutrophil morphology abnormal
10061870,Neutrophil morphology normal
10061871,Non-Hodgkin's lymphoma transformed recurrent
10061872,Non-renal cell carcinoma of kidney
10061873,Non-small cell lung cancer
10061874,Norepinephrine abnormal
10061875,Nose deformity
10061876,Obstruction
10061877,Obstructive airways disorder
10061878,Occult blood
10061879,Occult blood negative
10061880,Occult blood positive
10061881,Oculomotor study normal
10061882,Oesophageal neoplasm
10061883,Oestriol abnormal
10061884,Oestriol abnormal
10061885,Oestrogens total urine abnormal
10061886,Neutrophil function test
10061887,Oculomotor study
10061888,Tay-Sachs disease
10061889,Oophorectomy
10061890,Organ transplant
10061891,Oropharyngitis fungal
10061892,Ossicular operation
10061893,Ovarian germ cell cancer
10061894,Ovarian germ cell cancer stage I
10061895,Ovarian germ cell cancer stage II
10061896,Ovarian germ cell cancer stage III
10061897,Ovarian germ cell cancer stage IV
10061898,Pancreatic enzymes
10061899,Pancreatic enzymes abnormal
10061900,Pancreatic enzymes increased
10061901,Pancreatic enzymes normal
10061902,Pancreatic neoplasm
10061903,Pancreatic operation
10061904,Pancreatography
10061905,Paracentesis
10061906,Paracoccidioides infection
10061907,Parainfluenzae virus infection
10061908,Cranial nerve paralysis
10061909,Paranasal sinus and nasal cavity malignant neoplasm
10061910,Parasomnia
10061911,Paresis cranial nerve
10061912,Penile infection
10061913,Penile neoplasm
10061914,Porphyromonas infection
10061915,Prolapse repair
10061916,Prostatectomy
10061917,Prostatic operation
10061918,Prothrombin time ratio abnormal
10061919,Pseudallescheria infection
10061920,Psychotic disorder
10061921,Psychotic disorder due to a general medical condition
10061922,Pulmonary function test decreased
10061923,Pulmonary function test normal
10061924,Pulmonary toxicity
10061925,Pulmonary valve repair
10061926,Purulence
10061927,Pyelocaliectasis
10061928,Radiculopathy
10061929,Radioisotope scan abnormal
10061930,Radioisotope scan normal
10061931,Nematodiasis
10061932,Measles antibody
10061933,Diverticular perforation
10061934,Salivary gland cancer
10061935,Salivary gland disorder
10061936,Abdomen scan
10061937,Abdomen scan normal
10061938,Scan adrenal gland abnormal
10061939,Scan adrenal gland normal
10061940,Bladder scan
10061941,Bone scan abnormal
10061942,Bone scan normal
10061943,Brain scan abnormal
10061944,Brain scan normal
10061945,Gastrointestinal scan
10061946,Hepatobiliary scan
10061947,Liver scan abnormal
10061948,Liver scan normal
10061949,Lymph nodes scan abnormal
10061950,Lymph nodes scan normal
10061951,Parathyroid scan abnormal
10061952,Parathyroid scan normal
10061953,Renal scan abnormal
10061954,Renal scan normal
10061955,Salivary gland scan abnormal
10061956,Salivary gland scan normal
10061957,Follicle centre lymphoma diffuse small cell lymphoma
10061958,Food intolerance
10061959,Fracture treatment
10061960,Fungal test positive
10061961,Fungal test negative
10061962,Gallbladder operation
10061963,Gamma radiation therapy
10061964,Gammopathy
10061965,Gastrectomy
10061966,Gastric bypass
10061967,Gastric cancer stage IV
10061968,Gastric neoplasm
10061969,Gastric operation
10061970,Gastric stenosis
10061971,Gastritis bacterial
10061972,Gastritis fungal
10061973,Gastrointestinal disorder congenital
10061974,Gastrointestinal obstruction
10061975,Gastrointestinal ulcer perforation
10061976,Gender dysphoria
10061977,Genital infection female
10061978,Genital lesion
10061979,Genital pain
10061980,Urinary sediment abnormal
10061981,SUNCT syndrome
10061982,Severe acute respiratory syndrome
10061983,Therapeutic response decreased
10061984,Oesophageal operation
10061985,Oesophageal operation
10061986,Severe acute respiratory syndrome
10061987,Genitourinary operation
10061988,Gestational trophoblastic tumour
10061989,Glomerulosclerosis
10061990,Glycogen storage disorder
10061991,Grimacing
10061992,Haemophilia
10061993,Haemorrhage neonatal
10061994,Heart valve operation
10061995,Heart valve replacement
10061996,Heart valve stenosis
10061997,Hepatectomy
10061998,Hepatic lesion
10061999,Hepatitis viral test
10062000,Hepatobiliary disease
10062001,Hepatoblastoma
10062002,Spinocerebellar ataxia
10062003,Hernia repair
10062004,Herpes ophthalmic
10062005,Histology
10062006,HLA marker study
10062007,Human T-cell lymphotropic virus infection
10062008,Hydrocele operation
10062009,Hydroxycorticosteroids urine abnormal
10062010,Ileal operation
10062011,Immune agglutinins
10062012,Secondary immunodeficiency
10062013,Immunosuppressant drug level
10062014,Immunosuppressant drug level decreased
10062015,Immunosuppressant drug level increased
10062016,Immunosuppression
10062017,Inborn error of bilirubin metabolism
10062018,Inborn error of metabolism
10062019,Infectious disease carrier
10062020,Infertility tests abnormal
10062021,Infertility tests normal
10062022,Intestinal atresia
10062023,Intestinal cyst
10062024,Intestinal operation
10062025,Intracerebral haematoma evacuation
10062026,Investigation
10062027,Jejunal operation
10062028,Keratitis bacterial
10062029,Keratitis viral
10062030,Genital labial operation
10062031,Lactobacillus infection
10062032,Large intestine operation
10062033,Laryngeal infiltration
10062034,Laryngeal operation
10062035,Laser therapy
10062036,Legionella test
10062037,Leukoplakia
10062038,Lip neoplasm
10062039,Lithotripsy
10062040,Liver operation
10062041,Lung infiltration malignant
10062042,Lung neoplasm
10062043,Lung operation
10062044,Lymphatic system neoplasm
10062045,Lymphoblast morphology
10062046,Lymphocyte morphology
10062047,Lymphocyte morphology abnormal
10062048,Lymphocyte morphology normal
10062049,Lymphocytic infiltration
10062050,Malignant muscle neoplasm
10062051,Malignant nipple neoplasm
10062052,Cancer surgery
10062053,Manipulation
10062054,Mastoid operation
10062055,Red blood cell elliptocytes present
10062056,Oesophageal operation
10062057,Oesophageal operation
10062058,Histology normal
10062059,Histology abnormal
10062060,Hyperlipidaemia
10062061,Knee deformity
10062062,Large intestinal obstruction
10062063,Penile operation
10062064,Penile cancer
10062065,Perforated ulcer
10062066,Anal fungal infection
10062067,Perichondritis
10062068,Perineal operation
10062069,Peripheral nervous system neoplasm
10062070,Peritonitis bacterial
10062071,pH body fluid abnormal
10062072,pH body fluid decreased
10062073,pH body fluid increased
10062074,pH semen abnormal
10062075,Pharyngeal neoplasm
10062076,Pharyngeal operation
10062077,Photon radiation therapy
10062078,Physical examination abnormal
10062079,Physical examination normal
10062080,Pigmentation disorder
10062081,Plasma cell disorder
10062082,Plastic surgery
10062083,Platelet adhesiveness abnormal
10062084,Platelet aggregation
10062085,Platelet aggregation normal
10062086,Pleural operation
10062087,PO2 abnormal
10062088,Radiotherapy to blood
10062089,Radiotherapy to bone
10062090,Radiotherapy to breast
10062091,Radiotherapy to ear
10062092,Radiotherapy to gastrointestinal tract
10062093,Radiotherapy to liver
10062094,Radiotherapy to nose
10062095,Radiotherapy to pancreas
10062096,Radiotherapy to soft tissue
10062097,Radiotherapy to throat
10062098,Radiotherapy to thyroid
10062099,Rectal neoplasm
10062100,Red blood cell morphology abnormal
10062101,Reduction of increased intracranial pressure
10062102,Removal of foreign body
10062103,Renal hydrocele
10062104,Renal mass
10062105,Respiratory gas exchange disorder
10062106,Respiratory tract infection viral
10062107,Retinal operation
10062108,Retinal vascular thrombosis
10062109,Reversible airways obstruction
10062110,Rheumatic heart disease
10062111,Typhus rickettsia test
10062112,Splenic infection
10062113,Splenic marginal zone lymphoma
10062114,Bladder transitional cell carcinoma
10062115,Stent removal
10062116,Sterilisation
10062117,Steroid therapy
10062118,Streptobacillus infection
10062119,Sympathomimetic effect
10062120,Syphilis
10062121,Tendon operation
10062122,Testicular choriocarcinoma
10062123,Testicular embryonal carcinoma
10062124,Testicular seminoma (pure)
10062125,Thyroid malformation
10062126,Thyroid operation
10062127,Thyroidectomy
10062128,Foot deformity
10062129,Tongue neoplasm
10062130,Tongue operation
10062131,Tonsillar neoplasm
10062132,Tooth extraction
10062133,Tracheal neoplasm
10062134,Vitamin D increased
10062135,Vulval neoplasm
10062136,Vulval operation
10062137,White blood cell morphology abnormal
10062138,Urinary system x-ray abnormal
10062139,Urinary system x-ray normal
10062140,Somatostatin receptor scan abnormal
10062141,Somatostatin receptor scan normal
10062142,Spleen scan abnormal
10062143,Spleen scan normal
10062144,Stomach scan
10062145,Stomach scan abnormal
10062146,Stomach scan normal
10062147,Testicular scan abnormal
10062148,Testicular scan normal
10062149,Thyroid gland scan abnormal
10062150,Thyroid gland scan normal
10062151,Whole body scan
10062152,Scan with contrast abnormal
10062153,Scan with contrast normal
10062154,Scleral operation
10062155,Scrotal disorder
10062156,Scrotal infection
10062157,Scrotal operation
10062158,Infection
10062159,Semen liquefaction abnormal
10062160,Semen viscosity abnormal
10062161,Seminal vesicle operation
10062162,Sensorimotor disorder
10062163,Serology test
10062164,Seronegative arthritis
10062165,Vaginal neoplasm
10062166,Vaginal operation
10062167,Bacterial vulvovaginitis
10062168,Varicose vein operation
10062169,Vascular access complication
10062170,Vascular bypass dysfunction
10062171,Vascular skin disorder
10062172,Vascular test
10062173,Venoocclusive disease
10062174,Venous aneurysm
10062175,Venous operation
10062176,Venous pressure normal
10062177,VIIIth nerve lesion
10062178,Viral load
10062179,Viral load decreased
10062180,Viral load increased
10062181,Viral test positive
10062182,Viral test negative
10062183,Vitamin A abnormal
10062184,Vitamin A decreased
10062185,Vitamin A increased
10062186,Vitamin A normal
10062187,Vitamin B12 abnormal
10062188,Vitamin D abnormal
10062189,Vitamin D decreased
10062190,Metabolic encephalopathy
10062191,Metabolic function test
10062192,Metabolic function test normal
10062193,Metanephrine urine abnormal
10062194,Metastasis
10062195,Metastases to biliary tract
10062196,Metastases to gastrointestinal tract
10062197,Metastases to soft tissue
10062198,Microangiopathy
10062199,Microlithiasis
10062200,Mitogen stimulation test abnormal
10062201,Mitogen stimulation test normal
10062202,Mitral valve repair
10062203,Mononeuropathy
10062204,Moraxella infection
10062205,Mucosal biopsy
10062206,Muscle operation
10062207,Mycobacterial infection
10062208,Nail operation
10062209,Nasal disorder
10062210,Nasal operation
10062211,Neck injury
10062212,Neisseria infection
10062213,Tracheal operation
10062214,Transferrin abnormal
10062215,Tri-iodothyronine uptake abnormal
10062216,Tumour marker test
10062217,Tumour vaccine therapy
10062218,Tympanic membrane disorder
10062219,Upper respiratory fungal infection
10062220,Ureteral disorder
10062221,Ureteral neoplasm
10062222,Ureteric operation
10062223,Urethral neoplasm
10062224,Urethral operation
10062225,Urinary tract pain
10062226,Urine analysis abnormal
10062227,Urine cannabinoids decreased
10062228,Urine cannabinoids increased
10062229,Urine electrolytes
10062230,Urine electrolytes normal
10062231,Urine potassium abnormal
10062232,Urine sodium abnormal
10062233,Uterine infection
10062234,Uterine operation
10062235,Platelet adhesiveness
10062236,Platelet adhesiveness normal
10062237,Renal impairment
10062238,Semen analysis normal
10062239,Tumour marker test
10062240,Tumour vaccine therapy
10062241,Shoulder deformity
10062242,Shoulder operation
10062243,Shunt malfunction
10062244,Sinus disorder
10062245,Sinus operation
10062246,Skeletal muscle enzymes
10062247,Skin graft
10062248,Skin implant
10062249,Dermatitis
10062250,Skin lesion removal
10062251,Skin operation
10062252,Small intestine operation
10062253,Smooth muscle cell neoplasm
10062254,Social problem
10062255,Soft tissue infection
10062256,Specific gravity body fluid
10062257,Specific gravity body fluid abnormal
10062258,Specific gravity body fluid decreased
10062259,Specific gravity body fluid increased
10062260,Specific gravity body fluid normal
10062261,Spinal cord neoplasm
10062262,Spinal operation
10062263,Small intestinal stenosis
10062264,Congenital hyperthyroidism
10062265,Culture
10062266,Culture negative
10062267,Septum pellucidum agenesis
10062268,Erythroblast morphology abnormal
10062269,Adrenalitis
10062270,Erythroblast morphology
10062271,Bile duct stone
10062272,Cystitis noninfective
10062273,Renin decreased
10062274,Blast cell count increased
10062275,Blast cell count decreased
10062276,Conjunctival pigmentation
10062277,Catecholamines urine
10062278,Oesophageal rupture
10062279,Urinary tract infection pseudomonal
10062280,Urinary tract infection staphylococcal
10062281,Gastrointestinal melanoma
10062282,Silver-Russell syndrome
10062283,Nail ridging
10062284,Neuromuscular toxicity
10062285,Breath sounds absent
10062286,Stomal hernia
10062287,Varicella zoster pneumonia
10062288,Menopausal symptoms
10062289,Polyneuropathy in malignant disease
10062290,Myelofibrosis
10062291,Osteoprotegerin
10062292,Osteoprotegerin decreased
10062293,Osteoprotegerin increased
10062294,Osteoprotegerin ligand
10062295,Malignant pleural effusion
10062296,Osteoprotegerin ligand
10062297,Immunology test
10062298,Pulmonary congestion
10062299,Stomatitis
10062300,Procedural hypotension
10062301,Exposure via breast milk
10062302,Familial risk factor
10062303,Amino acid level increased
10062304,Amino acid level increased
10062305,Sputum abnormal
10062306,White blood cells stool positive
10062307,Nasal eosinophils present
10062308,Treponema test positive
10062309,Blood ketone body increased
10062310,Joint hyperextension
10062311,Electrocardiogram low voltage
10062312,Malformation venous
10062313,Pneumonia
10062314,Electrocardiogram U wave inversion
10062315,Lipohypertrophy
10062316,Genital abscess
10062317,Condyloma latum
10062318,Tenodesis
10062319,Cyanosis
10062320,Paranasal cyst
10062321,Paranasal cyst
10062322,Apicectomy
10062323,Ligament operation
10062324,Paranasal cyst
10062325,Congenital arterial malformation
10062326,Cardiac septal defect
10062327,Congenital cerebrovascular anomaly
10062328,Congenital cyst
10062329,Congenital endocrine anomaly
10062330,Congenital epiglottal anomaly
10062331,Congenital Eustachian tube anomaly
10062332,Congenital foot malformation
10062333,Congenital genital malformation
10062334,Congenital genitourinary abnormality
10062335,Congenital hand malformation
10062336,Congenital jaw malformation
10062337,Congenital joint malformation
10062338,Congenital lacrimal passage anomaly
10062339,Anomaly of external ear congenital
10062340,Congenital anomaly of inner ear
10062341,Congenital anomaly of adrenal gland
10062342,Congenital gastrointestinal vessel anomaly
10062343,Congenital infection
10062344,Congenital musculoskeletal anomaly
10062345,Congenital neurological disorder
10062346,Congenital neuropathy
10062347,Congenital nose malformation
10062348,Skull malformation
10062349,Congenital urethral anomaly
10062350,Spleen malformation
10062351,Scan myocardial perfusion
10062352,Respiratory tract infection
10062353,Keratitis fungal
10062354,Ischaemic heart disease prophylaxis
10062355,Unevaluable event
10062356,Diabetic bullosis
10062357,Systemic inflammatory response syndrome
10062358,Viral test
10062359,Exocrine pancreatic function test
10062360,Exocrine pancreatic function test abnormal
10062361,Exocrine pancreatic function test normal
10062362,Viral test negative
10062363,Truncus coeliacus thrombosis
10062364,Osteoprotegerin ligand decreased
10062365,Osteoprotegerin ligand
10062366,Osteoprotegerin ligand decreased
10062367,Abdominal pain
10062368,Abdominal neoplasm
10062369,Gastrooesophageal reflux disease
10062370,ACTH-producing pituitary tumour
10062371,Immunisation
10062372,Acute generalised exanthematous pustulosis
10062373,Antisocial behaviour
10062374,Testis cancer
10062375,Aggression
10062376,Aggression
10062377,Antisocial behaviour
10062378,Attention-seeking behaviour
10062379,Autism spectrum disorder
10062380,Barrett's oesophagus
10062381,Bone giant cell tumour benign
10062382,Benign tumour excision
10062383,Abnormal behaviour
10062384,Bladder neoplasm surgery
10062385,Bone giant cell tumour benign
10062386,Bone marrow tumour cell infiltration
10062387,Borderline ovarian tumour
10062388,Computerised tomogram head
10062389,Carcinoid tumour of the caecum
10062390,Carcinoid tumour of the duodenum
10062391,Carcinoid tumour of the gastrointestinal tract
10062392,Carcinoid tumour of the small bowel
10062393,Carcinoid tumour of the stomach
10062394,Atheroembolism
10062395,Choroid tumour excision
10062396,Dermatitis exfoliative generalised
10062397,Computerised tomogram
10062398,Computerised tomogram abnormal
10062399,Computerised tomogram normal
10062400,Computerised tomogram
10062401,Computerised tomogram abnormal
10062402,Computerised tomogram normal
10062403,Computerised tomogram
10062404,Computerised tomogram
10062405,Computerised tomogram normal
10062406,Computerised tomogram normal
10062407,Computerised tomogram
10062408,Computerised tomogram abnormal
10062409,Computerised tomogram normal
10062410,Computerised tomogram
10062411,Computerised tomogram abnormal
10062412,Computerised tomogram normal
10062413,Ocular icterus
10062414,Ocular icterus
10062415,Cytomegalovirus oesophagitis
10062416,Dermatitis exfoliative generalised
10062417,Transurethral bladder resection
10062418,Faeces discoloured
10062419,Yolk sac tumour site unspecified
10062420,Extragonadal primary germ cell tumour mixed stage I
10062421,Extragonadal primary germ cell tumour mixed stage II
10062422,Extragonadal primary germ cell tumour mixed stage III
10062423,Eyelid tumour
10062424,Computerised tomogram abnormal
10062425,Ewing's sarcoma
10062426,Carcinoid tumour of the gastrointestinal tract
10062427,Gastrointestinal stromal tumour
10062428,Pain
10062429,Polyarthritis
10062430,Chest pain
10062431,Eczema
10062432,Rash generalised
10062433,Generalised erythema
10062434,Dermatitis exfoliative generalised
10062435,Flushing
10062436,Malaise
10062437,Pruritus generalised
10062438,Arthralgia
10062439,Rash macular
10062440,Morphoea
10062441,Myalgia
10062442,Rash papular
10062443,Rash papular
10062444,Generalised resistance to thyroid hormone
10062445,Peripheral sensorimotor neuropathy
10062446,Skin reaction
10062447,Tetany
10062448,Generalised tonic-clonic seizure
10062449,Urticaria
10062450,Testis cancer
10062451,Growth hormone-producing pituitary tumour
10062452,Hair follicle tumour benign
10062453,Abnormal behaviour
10062454,High risk sexual behaviour
10062455,Infection in an immunocompromised host
10062456,International normalised ratio
10062457,International normalised ratio abnormal
10062458,International normalised ratio decreased
10062459,International normalised ratio increased
10062460,International normalised ratio normal
10062461,Intracranial tumour haemorrhage
10062462,Labour stimulation
10062463,Leukoplakia oesophageal
10062464,Leydig cell tumour of the testis
10062465,Lymphoedema
10062466,Localised oedema
10062467,Skin exfoliation
10062468,Mesothelioma malignant
10062469,Localised infection
10062470,Osteoarthritis
10062471,Skin reaction
10062472,Hypersensitivity vasculitis
10062473,Cancer surgery
10062474,Mesothelioma malignant
10062475,Nasal mucosal discolouration
10062476,Neuroendocrine tumour
10062477,Oesophageal adenocarcinoma stage 0
10062478,Oesophageal cancer metastatic
10062479,Oesophagitis ulcerative
10062480,Oesophagogastric fundoplasty
10062481,Oesophagogastroscopy
10062482,Oesophagoenterostomy
10062483,Oesophagostomy
10062484,Chest expansion decreased
10062485,Retroperitoneal neoplasm metastatic
10062486,Bronchitis moraxella
10062487,Bronchitis pneumococcal
10062488,Erythema migrans
10062489,Leukaemia recurrent
10062490,Leukaemia recurrent prophylaxis
10062491,Pericarditis infective
10062492,Leukaemia recurrent
10062493,Leukaemia recurrent prophylaxis
10062494,Necromania
10062495,Unresponsive to stimuli
10062496,Syncope
10062497,Injection site extravasation
10062498,Neutrophil count abnormal
10062499,Obstruction gastric
10062500,Talipes correction
10062501,Non-cardiac chest pain
10062502,Immunology test normal
10062503,Bronchial anastomosis complication
10062504,Heparin-induced thrombocytopenia test
10062505,Bronchial anastomosis complication
10062506,Heparin-induced thrombocytopenia
10062507,Intracranial aneurysm
10062508,Eczema asteatotic
10062509,Dermatosis
10062510,Prothrombin time prolonged
10062511,Prothrombin time shortened
10062512,Ectopic gastric mucosa
10062513,Umbilical cord abnormality
10062514,Cephalo-pelvic disproportion
10062515,Eye contusion
10062516,Exocrine pancreatic function test
10062517,Exocrine pancreatic function test abnormal
10062518,Exocrine pancreatic function test normal
10062519,Poor quality sleep
10062520,Allergy to animal
10062521,Genital infection male
10062522,Haemorrhagic fever with renal syndrome
10062523,Tachycardia
10062524,Ventricular tachycardia
10062525,Low density lipoprotein increased
10062526,Low density lipoprotein decreased
10062527,Low density lipoprotein abnormal
10062528,High density lipoprotein increased
10062529,High density lipoprotein decreased
10062530,Increased bronchial secretion
10062531,Cervicitis
10062532,Erosive duodenitis
10062533,High density lipoprotein abnormal
10062534,Anaesthetic complication
10062535,Anaesthetic complication
10062536,Anaesthetic complication
10062537,Haemorrhagic fever with renal syndrome
10062538,Haemorrhagic fever with renal syndrome
10062539,Haemorrhagic fever with renal syndrome
10062540,Anaesthetic complication
10062541,Anaesthetic complication
10062542,Arterial insufficiency
10062543,Tracheal haemorrhage
10062544,Tooth fracture
10062545,Middle ear effusion
10062546,Thrombosis in device
10062547,Congenital myopathy
10062548,Tracheal haemorrhage
10062549,Congenital myopathy
10062550,Renal salt-wasting syndrome
10062551,Vulvovaginal adenosis
10062552,Apgar score
10062553,Scleroderma renal crisis
10062554,Exposure to communicable disease
10062555,Ectropion of cervix
10062556,Grip strength decreased
10062557,Grip strength
10062558,Vaginal erosion
10062559,Vulvar erosion
10062560,Genital erosion
10062561,Vaginal erosion
10062562,Uterine cervical erosion
10062563,Vulvar erosion
