decision,route,selected_code,str
drop,NA,NA,erythro isomer of ephedrine
drop,NA,NA,hydroxy compound
drop,NA,NA,"hydroxy compound - ephedrine, hydroxyzine & theophylline"
drop,NA,NA,kie
drop,NA,NA,l-ephedrine
drop,NA,NA,l-erythro-2-(methylamino)-1-phenylpropan-1-ol
drop,NA,NA,l(-)-ephedrine
drop,NA,NA,lufyllin-epg
drop,NA,NA,marax
drop,NA,NA,mudrane
drop,NA,NA,mudrane gg
drop,NA,NA,pretz-d
drop,NA,NA,primatene
drop,NA,NA,primatene dual action
drop,NA,NA,product containing ephedrine
drop,NA,NA,product containing ephedrine (medicinal product)
drop,NA,NA,product containing ephedrine in oral dosage form
drop,NA,NA,quadrinal
drop,NA,NA,ephed hcl
drop,NA,NA,c.a.m.
drop,NA,NA,maxivent
drop,NA,NA,salamol e-breathe
drop,NA,NA,pulvinal salbutamol
drop,NA,NA,salapin
drop,NA,NA,salbutamol steripoule
drop,NA,NA,easyhaler
drop,NA,NA,salbulin novolizer
drop,NA,NA,asmavent
drop,NA,NA,airsalb
drop,NA,NA,((2-hexahydro-1(2h)-azocinyl)ethyl)guanidine
drop,NA,NA,(2-(hexahydro-1(2h)-azocinyl)ethyl)guanidine
drop,NA,NA,(2-(octahydro-1-azocinyl)ethyl)guanidine
drop,NA,NA,2-(1'-azacyclooctyl)ethylguanidine
drop,NA,NA,"2-(1-n,n-heptamethyleneimino)ethylguanidine"
drop,NA,NA,"2h-1,2,4-benzothiadiazine-7-sulfonamide, 6-chloro-3,4-dihydro-, 1,1-dioxide, compd. with (2-(hexahydro-1(2h)-azocinyl)ethyl)guanidine sulfate (1:2:1)"
drop,NA,NA,"azocine, 1-(2-guanidinoethyl)octahydro-"
drop,NA,NA,esimil
drop,NA,NA,ganda
drop,NA,NA,guanéthidine
drop,NA,NA,guanethidine (substance)
drop,NA,NA,guanethidine [chemical/ingredient]
drop,NA,NA,guanethidine in oral dosage form
drop,NA,NA,guanethidinum
drop,NA,NA,guanetidina
drop,NA,NA,"guanidine, (2-(hexahydro-1(2h)-azocinyl)ethyl)-"
drop,NA,NA,"heptamethylenimine, 1-(2-guanidinoethyl)-"
drop,NA,NA,ismelin
drop,NA,NA,n-(2-perhydroazocin-1-ylethyl)guanidine
drop,NA,NA,octadine
drop,NA,NA,oktadin
drop,NA,NA,product containing guanethidine
drop,NA,NA,product containing guanethidine (medicinal product)
drop,NA,NA,product containing guanethidine in oral dosage form
drop,NA,NA,guaneth monosulf
drop,NA,NA,guaneth monosulph
drop,NA,NA,guaneth monosulf/adren
drop,NA,NA,(+-)-isoprenaline
drop,NA,NA,(+-)-isoproterenol
drop,NA,NA,(±)-isoprenaline
drop,NA,NA,(±)-isoproterenol
drop,NA,NA,"1-(3,4-dihydroxyphenyl)-2-(isopropylamino)ethanol"
drop,NA,NA,"1-(3,4-dihydroxyphenyl)-2-isopropylaminoethanol"
drop,NA,NA,"1,2-benzenediol, 4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-"
drop,NA,NA,"3,4-dihydroxy-alpha-[(isopropylamino)methyl]benzyl alcohol"
drop,NA,NA,"4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-1,2-benzenediol"
drop,NA,NA,α-(isopropylaminomethyl)protocatechuyl alcohol
drop,NA,NA,alpha-(isopropylaminomethyl)protocatechuyl alcohol
drop,NA,NA,duo-medihaler
drop,NA,NA,isoprenalina
drop,NA,NA,isoprenaline (substance)
drop,NA,NA,isoprenalinum
drop,NA,NA,isopropyl noradrenaline
drop,NA,NA,isopropylarterenol
drop,NA,NA,isopropylnoradrenaline
drop,NA,NA,isopropylnorepinephrine
drop,NA,NA,isoproterenol
drop,NA,NA,isoproterenol [chemical/ingredient]
drop,NA,NA,isuprel
drop,NA,NA,medihaler-iso
drop,NA,NA,n-isopropyl-beta-dihydroxyphenyl-beta-hydroxyethylamine
drop,NA,NA,n-isopropyl-β-dihydroxyphenyl-β-hydroxyethylamine
drop,NA,NA,n-isopropylnoradrenaline
drop,NA,NA,n-isopropylnorepinephrine
drop,NA,NA,"noradrenaline, isopropyl"
drop,NA,NA,norisodrine
drop,NA,NA,product containing isoprenaline
drop,NA,NA,product containing isoprenaline (medicinal product)
drop,NA,NA,product containing isoproterenol
drop,NA,NA,"4,6-diamino-2-hydroxy-1,3-cyclohexane 3,6'diamino-3,6'-dideoxydi-α-d-glucoside"
drop,NA,NA,"4,6-diamino-2-hydroxy-1,3-cyclohexylene 3,6'-diamino-3,6'-dideoxydi-d-glucopyranoside"
drop,NA,NA,"d-streptamine, o-3-amino-3-deoxy-alpha-d-glucopyranosyl-(1-6)-o-(6-amino-6-deoxy-alpha-d-glucopyranosyl-(1-4))-2-deoxy-"
drop,NA,NA,kanamycin (substance)
drop,NA,NA,kanamycin [chemical/ingredient]
drop,NA,NA,kannasyn
drop,NA,NA,kantrex
drop,NA,NA,product containing kanamycin
drop,NA,NA,product containing kanamycin (medicinal product)
drop,NA,NA,"2-(diethylamino)-2',6'-acetoxylidide"
drop,NA,NA,"2-(diethylamino)-n-(2,6-dimethylphenyl)acetamide"
drop,NA,NA,2-2etn-2mephacn
drop,NA,NA,"α-diethylamino-2,6-dimethylacetanilide"
drop,NA,NA,absorbine lidocaine
drop,NA,NA,"acetamide, 2-(diethylamino)-n-(2,6-dimethylphenyl)-"
drop,NA,NA,akten
drop,NA,NA,allercaine
drop,NA,NA,alocaine
drop,NA,NA,alocane
drop,NA,NA,alocane plus
drop,NA,NA,"alpha-diethylamino-2,6-dimethylacetanilide"
drop,NA,NA,ana-lex
drop,NA,NA,anamantle hc
drop,NA,NA,anecream
drop,NA,NA,anecream 5
drop,NA,NA,anestacaine
drop,NA,NA,anestacon
drop,NA,NA,anestafoam
drop,NA,NA,aspercreme with lidocaine
drop,NA,NA,bacitraycin plus max strength
drop,NA,NA,bactine
drop,NA,NA,band-aid hurt-free
drop,NA,NA,biochemistry heel no pain
drop,NA,NA,burn jel plus
drop,NA,NA,burnx
drop,NA,NA,camphor/lidocaine/methyl salic topical
drop,NA,NA,chloroxylenol-lidocaine topical
drop,NA,NA,cicloferon
drop,NA,NA,cidaleaze
drop,NA,NA,comfortcaine
drop,NA,NA,cutiecaine
drop,NA,NA,d-caine
drop,NA,NA,decadron with xylocaine
drop,NA,NA,derma ice
drop,NA,NA,derma numb
drop,NA,NA,dermacool
drop,NA,NA,dermaflex
drop,NA,NA,dilocaine
drop,NA,NA,doans pain relieving
drop,NA,NA,dr. numb
drop,NA,NA,duocaine
drop,NA,NA,ela-max
drop,NA,NA,elenza patch
drop,NA,NA,emla
drop,NA,NA,epinephrine and lidocaine in parenteral dosage form
drop,NA,NA,eutectic mixture of local anesthetics
drop,NA,NA,glydo
drop,NA,NA,healerz for noses
drop,NA,NA,hemaway
drop,NA,NA,hexa-caine
drop,NA,NA,hush anesthetic
drop,NA,NA,hydrocortisone-lidocaine topical
drop,NA,NA,instillagel
drop,NA,NA,iontocaine
drop,NA,NA,keepan
drop,NA,NA,ketoprofen-lidocaine topical
drop,NA,NA,l-caine
drop,NA,NA,lenzagel
drop,NA,NA,lenzapatch
drop,NA,NA,lexifen
drop,NA,NA,licodaine
drop,NA,NA,lidamantle
drop,NA,NA,lidamantle hc
drop,NA,NA,lidazone
drop,NA,NA,lidocaine-prilocaine topical
drop,NA,NA,lidocaine-tetracaine topical
drop,NA,NA,lidocaine (obsolete)
drop,NA,NA,lidocaine (substance)
drop,NA,NA,lidocaine [chemical/ingredient]
drop,NA,NA,lidocaine 3%
drop,NA,NA,lidocaine in topical dosage form
drop,NA,NA,lidocaine topical
drop,NA,NA,"lidocaine, topical"
drop,NA,NA,lidocaine/neomycin/polymyxin b topical
drop,NA,NA,lidocare
drop,NA,NA,lidocort
drop,NA,NA,lidocream
drop,NA,NA,lidodan
drop,NA,NA,lidoderm
drop,NA,NA,lidoject
drop,NA,NA,lidomar
drop,NA,NA,lidopatch
drop,NA,NA,lidopen
drop,NA,NA,lidopro patch
drop,NA,NA,lidosite
drop,NA,NA,lidostat
drop,NA,NA,lidothol
drop,NA,NA,lidotral
drop,NA,NA,lidovir
drop,NA,NA,lidoworx
drop,NA,NA,lidozen
drop,NA,NA,lidum
drop,NA,NA,lignocaine
drop,NA,NA,lignospan
drop,NA,NA,lmx
drop,NA,NA,lta
drop,NA,NA,mercuroclear
drop,NA,NA,mericaine reformulated oct 2015
drop,NA,NA,mylocaine
drop,NA,NA,neosporin plus maximum strength ointment
drop,NA,NA,neosporin plus maxium strength ointment
drop,NA,NA,nervocaine
drop,NA,NA,neuromed
drop,NA,NA,numb nuts
drop,NA,NA,octocaine
drop,NA,NA,octocaine with epinephrine
drop,NA,NA,oraqix
drop,NA,NA,peranex
drop,NA,NA,pliaglis
drop,NA,NA,preparation h rapid relief
drop,NA,NA,pro pet skin relief
drop,NA,NA,pro vent plus
drop,NA,NA,procomycin
drop,NA,NA,product containing epinephrine and lidocaine in parenteral dosage form
drop,NA,NA,product containing lidocaine
drop,NA,NA,product containing lidocaine (medicinal product)
drop,NA,NA,product containing lidocaine in topical dosage form
drop,NA,NA,puroxcin
drop,NA,NA,radiaguard
drop,NA,NA,rectacreame
drop,NA,NA,rectacreme
drop,NA,NA,rectagel
drop,NA,NA,recticare
drop,NA,NA,recticare advance cream
drop,NA,NA,recticare advanced wipes
drop,NA,NA,recticare wipes
drop,NA,NA,regenecare
drop,NA,NA,relador
drop,NA,NA,salonpas lidocaine plus
drop,NA,NA,scar zone burn relief
drop,NA,NA,senatec
drop,NA,NA,senatec hc
drop,NA,NA,solarcaine
drop,NA,NA,sonacaine
drop,NA,NA,soulus
drop,NA,NA,staphaseptic
drop,NA,NA,sure-amp lignocaine hydrochloride
drop,NA,NA,synera
drop,NA,NA,tecnu first aid
drop,NA,NA,terramycin im
drop,NA,NA,topicaine
drop,NA,NA,tranzarel
drop,NA,NA,truxacaine
drop,NA,NA,uber numb
drop,NA,NA,unburn
drop,NA,NA,unguentine plus
drop,NA,NA,vagisil
drop,NA,NA,vexa
drop,NA,NA,xolido
drop,NA,NA,xylocaine
drop,NA,NA,xylocaine with epinephrine
drop,NA,NA,xylocard
drop,NA,NA,zcaine
drop,NA,NA,zensa
drop,NA,NA,zilactin-l
drop,NA,NA,zilactin-l (obsolete)
drop,NA,NA,zingo
drop,NA,NA,ztlido
drop,NA,NA,lido hcl
drop,NA,NA,lido hcl/glucose
drop,NA,NA,steriflex
drop,NA,NA,polyfusor
drop,NA,NA,lido
drop,NA,NA,lido hcl/adren (base)
drop,NA,NA,lido hcl/prilocaine
drop,NA,NA,lido hcl/adren
drop,NA,NA,lido hcl/phenyleph
drop,NA,NA,lido hcl/cetylpyr chlor
drop,NA,NA,lido hcl/hydrocort
drop,NA,NA,xylocaine + adren
drop,NA,NA,lignostab-a
drop,NA,NA,xylotox e
drop,NA,NA,laryngojet
drop,NA,NA,sure-amp
drop,NA,NA,mini-plasco
drop,NA,NA,rexocaine
drop,NA,NA,versatis
drop,NA,NA,lignospan special
drop,NA,NA,denela
drop,NA,NA,bonjela
drop,NA,NA,ralvo
drop,NA,NA,lido/cetylpyr chlor
drop,NA,NA,lido/priloc
drop,NA,NA,gppe loz
drop,NA,NA,lido hcl/domiphen brom
drop,NA,NA,lidohcl/chlorhex glucon
drop,NA,NA,medijel
drop,NA,NA,bradosol plus
drop,NA,NA,strepsils
drop,NA,NA,dequaspray
drop,NA,NA,"1-(2,4-dichloro-beta-((2,4-dichlorobenzyl)oxy)phenethyl)imidazole"
drop,NA,NA,"1-[2-(2,4-dichloro-benzyloxy)-2-(2,4-dichloro-phenyl)-ethyl]-1h-imidazole"
drop,NA,NA,"1h-imidazole, 1-(2-(2,4-dichlorophenyl)-2-((2,4-dichlorophenyl)methoxy)ethyl)-"
drop,NA,NA,aloe vesta
drop,NA,NA,aloe vesta 2 in 1 antifungal
drop,NA,NA,aloe vesta antifungal
drop,NA,NA,anti-fungal
drop,NA,NA,baza
drop,NA,NA,baza antifungal
drop,NA,NA,clearly confident
drop,NA,NA,critic-aid clear
drop,NA,NA,cruex prescription strength
drop,NA,NA,daktarin
drop,NA,NA,daktarin dual action
drop,NA,NA,dermafungal
drop,NA,NA,dermagran
drop,NA,NA,dermasana
drop,NA,NA,dermazole
drop,NA,NA,desenex
drop,NA,NA,easotic
drop,NA,NA,femmesil
drop,NA,NA,fungoid
drop,NA,NA,fungoid (miconazole)
drop,NA,NA,fungoid and hc
drop,NA,NA,gyno-daktarin
drop,NA,NA,hongo killer ultra
drop,NA,NA,inzo
drop,NA,NA,lagicam
drop,NA,NA,lotrimin af
drop,NA,NA,lotrimin af (obsolete)
drop,NA,NA,macerrx
drop,NA,NA,malaseb
drop,NA,NA,micaderm
drop,NA,NA,micatin
drop,NA,NA,micatin foot powder deodorant
drop,NA,NA,micaved
drop,NA,NA,micon 7
drop,NA,NA,miconahex+triz
drop,NA,NA,miconazole-zinc oxide topical
drop,NA,NA,miconazole (substance)
drop,NA,NA,miconazole [chemical/ingredient]
drop,NA,NA,miconazole in oral dosage form
drop,NA,NA,miconazole in topical dosage form
drop,NA,NA,miconazole topical
drop,NA,NA,miconazole vaginal cream
drop,NA,NA,micro-guard
drop,NA,NA,miranel
drop,NA,NA,mitrazol
drop,NA,NA,monistat
drop,NA,NA,monistat 7
drop,NA,NA,nail md
drop,NA,NA,neosporin af
drop,NA,NA,nuzole
drop,NA,NA,ony-clear
drop,NA,NA,ony clear
drop,NA,NA,oravig
drop,NA,NA,prescription strength cruex
drop,NA,NA,product containing miconazole
drop,NA,NA,product containing miconazole (medicinal product)
drop,NA,NA,product containing miconazole in oral dosage form
drop,NA,NA,product containing miconazole in topical dosage form
drop,NA,NA,rash relief antifungal
drop,NA,NA,secura
drop,NA,NA,silka powder
drop,NA,NA,surolan
drop,NA,NA,tetterine
drop,NA,NA,tineacide antifungal reformulated jun 2013
drop,NA,NA,ting af
drop,NA,NA,triple paste af
drop,NA,NA,trivase
drop,NA,NA,vagistat
drop,NA,NA,vagistat suppositories
drop,NA,NA,vetraseb
drop,NA,NA,vusion
drop,NA,NA,welmedix homecare pro 2-in-1
drop,NA,NA,yeast-x int
drop,NA,NA,zeasorb
drop,NA,NA,zeasorb-af
drop,NA,NA,zeasorb-af lotion/powder
drop,NA,NA,zeasorb (obsolete)
drop,NA,NA,loramyc
drop,NA,NA,miconazole nit
drop,NA,NA,daktarin aktiv
drop,NA,NA,acorvio
drop,NA,NA,"2,4-diamino-6-piperidinopyrimidine 3-oxide"
drop,NA,NA,"2,4-pyrimidinediamine, 6-(1-piperidinyl)-, 3-oxide"
drop,NA,NA,"6-piperidin-1-ylpyrimidine-2,4-diamine 3-oxide"
drop,NA,NA,loniten
drop,NA,NA,minossidile
drop,NA,NA,minoxidil (substance)
drop,NA,NA,minoxidil [chemical/ingredient]
drop,NA,NA,minoxidil topical
drop,NA,NA,"minoxidil, topical"
drop,NA,NA,minoxidilum
drop,NA,NA,minoximen
drop,NA,NA,nioxin hair regrowth
drop,NA,NA,product containing minoxidil
drop,NA,NA,product containing minoxidil (medicinal product)
drop,NA,NA,qilib
drop,NA,NA,regaine
drop,NA,NA,rogaine
drop,NA,NA,ronoxidil
drop,NA,NA,vitadil 2a
drop,NA,NA,vitadil 5a
drop,NA,NA,regaine for men
drop,NA,NA,regaine for women
drop,NA,NA,chalk + opium arom
drop,NA,NA,kaolin & morph
drop,NA,NA,gppe mix
drop,NA,NA,diocalm
drop,NA,NA,collis browne's
drop,NA,NA,opazimes
drop,NA,NA,morph/cyclizine
drop,NA,NA,morph & cocaine
drop,NA,NA,morph hcl
drop,NA,NA,natacyn
drop,NA,NA,natamicina
drop,NA,NA,natamycin (substance)
drop,NA,NA,natamycin [chemical/ingredient]
drop,NA,NA,natamycin ophthalmic
drop,NA,NA,natamycine
drop,NA,NA,natamycinum
drop,NA,NA,pimafucin
drop,NA,NA,pimaracin
drop,NA,NA,pimaricin
drop,NA,NA,product containing natamycin
drop,NA,NA,product containing natamycin (medicinal product)
drop,NA,NA,tennecetin
drop,NA,NA,ak-neo-dex
drop,NA,NA,ak-spore
drop,NA,NA,ak-spore hc
drop,NA,NA,ak-spore hc ointment
drop,NA,NA,ak-trol
drop,NA,NA,animax
drop,NA,NA,antibiotic-cort ear
drop,NA,NA,antibiotic ear
drop,NA,NA,atopalm first aid
drop,NA,NA,atopalm first aid moisturizing and pain relief
drop,NA,NA,bacitracin/neomycin/polymyxin b topical
drop,NA,NA,baclezene
drop,NA,NA,campho-phenique maximum strength
drop,NA,NA,cort-biotic
drop,NA,NA,cortatrigen
drop,NA,NA,cortatrigen modified
drop,NA,NA,cortisporin
drop,NA,NA,cortisporin ointment
drop,NA,NA,cortomycin
drop,NA,NA,cortomycin ointment
drop,NA,NA,cortratigen
drop,NA,NA,cuadriderma
drop,NA,NA,dexacidin
drop,NA,NA,dexacine
drop,NA,NA,dexamethasone-neomycin topical
drop,NA,NA,dexasporin
drop,NA,NA,dritail
drop,NA,NA,drotic
drop,NA,NA,ear-eze
drop,NA,NA,eyetrol
drop,NA,NA,fluocinolone-neomycin topical
drop,NA,NA,hydrocortisone-neomycin topical
drop,NA,NA,hydrocortisone/neomycin/polymyxin b topical
drop,NA,NA,lanabiotic
drop,NA,NA,lanabiotic (obsolete)
drop,NA,NA,lazersporin-c
drop,NA,NA,masporin
drop,NA,NA,masporin otic
drop,NA,NA,maxitrol
drop,NA,NA,methadex
drop,NA,NA,minims neomycin sulfate
drop,NA,NA,mycifradin
drop,NA,NA,myciguent
drop,NA,NA,mycitracin plus pain reliever
drop,NA,NA,mycitracin plus pain reliever (obsolete)
drop,NA,NA,mycitracin triple antibiotic
drop,NA,NA,neo-cortef
drop,NA,NA,neo-decadron
drop,NA,NA,neo-decadron cream
drop,NA,NA,neo-dex
drop,NA,NA,neo-dexair
drop,NA,NA,neo-medrol
drop,NA,NA,neo-polycin
drop,NA,NA,neo-polycin hc
drop,NA,NA,neo-predef
drop,NA,NA,neo-synalar
drop,NA,NA,neo-tab
drop,NA,NA,neocidin ointment
drop,NA,NA,neocidin solution
drop,NA,NA,neocin
drop,NA,NA,neocin pg
drop,NA,NA,neomycin (substance)
drop,NA,NA,neomycin [chemical/ingredient]
drop,NA,NA,neomycin in oral dosage form
drop,NA,NA,neomycin in topical dosage form
drop,NA,NA,neomycin topical
drop,NA,NA,neomycin/polymyxin b/pramoxine topical
drop,NA,NA,neomycin/polymyxin b/prednisolone ophthalmic
drop,NA,NA,neopolydex
drop,NA,NA,neoptic
drop,NA,NA,neosporin g. u. irrigant
drop,NA,NA,neosporin ointment
drop,NA,NA,neosporin plus maximum strength
drop,NA,NA,neosporin plus maximum strength (obsolete)
drop,NA,NA,neosporin plus maximum strength cream
drop,NA,NA,neosporin solution
drop,NA,NA,neotricin hc
drop,NA,NA,neovet
drop,NA,NA,ocu-cort
drop,NA,NA,ocu-spore-b
drop,NA,NA,ocu-spore-g
drop,NA,NA,ocu-trol
drop,NA,NA,ocutricin
drop,NA,NA,ocutricin hc
drop,NA,NA,oti-sone
drop,NA,NA,otic care
drop,NA,NA,otic care ear
drop,NA,NA,otic ear care
drop,NA,NA,oticin hc
drop,NA,NA,otimar
drop,NA,NA,otocidin
drop,NA,NA,otocort
drop,NA,NA,otocort sterile suspension
drop,NA,NA,pediotic
drop,NA,NA,poly-dex
drop,NA,NA,poly pred
drop,NA,NA,polymycin
drop,NA,NA,product containing neomycin
drop,NA,NA,product containing neomycin (medicinal product)
drop,NA,NA,product containing neomycin in oral dosage form
drop,NA,NA,product containing neomycin in topical dosage form
drop,NA,NA,repara triple antibiotic
drop,NA,NA,septa
drop,NA,NA,spectrocin plus
drop,NA,NA,spectrocin plus (obsolete)
drop,NA,NA,statrol
drop,NA,NA,synalar n
drop,NA,NA,tresaderm
drop,NA,NA,tri biozene
drop,NA,NA,tribiotic plus
drop,NA,NA,tritop
drop,NA,NA,vetropolycin
drop,NA,NA,vetropolycin hc
drop,NA,NA,vitacilina
drop,NA,NA,neomycin sulf
drop,NA,NA,gppe crm
drop,NA,NA,gppe pdr
drop,NA,NA,gramic/neomycin sulf
drop,NA,NA,cicatrin
drop,NA,NA,graneodin
drop,NA,NA,nivemycin
drop,NA,NA,gppe eye dps
drop,NA,NA,minims
drop,NA,NA,neosporin
drop,NA,NA,(m-hydroxyphenyl)trimethylammonium dimethylcarbamate
drop,NA,NA,"3-trimethylammoniumphenyl n,n-dimethylcarbamate"
drop,NA,NA,"benzenaminium, 3-(((dimethylamino)carbonyl)oxy)-n,n,n-trimethyl-"
drop,NA,NA,bloxiverz
drop,NA,NA,eustigmin
drop,NA,NA,eustigmine
drop,NA,NA,m-trimethylammoniumphenyldimethylcarbamate
drop,NA,NA,neostigmine (substance)
drop,NA,NA,neostigmine [chemical/ingredient]
drop,NA,NA,neostigmine in oral dosage form
drop,NA,NA,product containing neostigmine
drop,NA,NA,product containing neostigmine (medicinal product)
drop,NA,NA,product containing neostigmine in oral dosage form
drop,NA,NA,proserine
drop,NA,NA,prostigmin
drop,NA,NA,prostigmin bromide
drop,NA,NA,prostigmine
drop,NA,NA,prozerin
drop,NA,NA,synstigmin
drop,NA,NA,neostig brom
drop,NA,NA,neostig metilsulf
drop,NA,NA,bio-statin
drop,NA,NA,infestat
drop,NA,NA,mycasone
drop,NA,NA,myco-triacet
drop,NA,NA,myco biotic
drop,NA,NA,mycogen
drop,NA,NA,mycolog
drop,NA,NA,mycomar
drop,NA,NA,mycostatin
drop,NA,NA,mycostatin pastilles
drop,NA,NA,mycostatin topical
drop,NA,NA,myocidin
drop,NA,NA,mytrex
drop,NA,NA,n.t.a.
drop,NA,NA,nilstat
drop,NA,NA,nistatina
drop,NA,NA,nyamyc
drop,NA,NA,nys
drop,NA,NA,nyst-olone
drop,NA,NA,nystaform-hc
drop,NA,NA,nystamont
drop,NA,NA,nystan
drop,NA,NA,nystatin-triamcinolone topical
drop,NA,NA,nystatin (substance)
drop,NA,NA,nystatin [chemical/ingredient]
drop,NA,NA,nystatin dome
drop,NA,NA,nystatin in oral dosage form
drop,NA,NA,nystatin in topical dosage form
drop,NA,NA,nystatin topical
drop,NA,NA,nystatin vaginal
drop,NA,NA,nystatine
drop,NA,NA,nystatinum
drop,NA,NA,nystavescent
drop,NA,NA,nystex
drop,NA,NA,nystop
drop,NA,NA,pedi-dri
drop,NA,NA,pediaderm af
drop,NA,NA,"pregn-4-ene-3,20-dione, 11,17,21-trihydroxy-, (11beta)-, mixt. with n,n''-bis(4-chlorophenyl)-3,12-diimino-2,4,11,13-tetraazatetradecanediimidamide dihydrochloride and nystatin"
drop,NA,NA,product containing nystatin
drop,NA,NA,product containing nystatin (medicinal product)
drop,NA,NA,product containing nystatin in oral dosage form
drop,NA,NA,product containing nystatin in topical dosage form
drop,NA,NA,tri-statin
drop,NA,NA,b & o supprettes 15-a
drop,NA,NA,b & o supprettes 16-a
drop,NA,NA,opium (anthroposophic)
drop,NA,NA,opium (substance)
drop,NA,NA,opium [chemical/ingredient]
drop,NA,NA,papaver somniferum exudate
drop,NA,NA,papaver somniferum resin
drop,NA,NA,product containing opium
drop,NA,NA,product containing opium (medicinal product)
drop,NA,NA,oxedrine (substance)
drop,NA,NA,"1,2-dihydro-1,5-dimethyl-2-phenyl-3h-pyrazol-3-one"
drop,NA,NA,"2,3-dimethyl-1-phenyl-5-pyrazolone"
drop,NA,NA,"3h-pyrazol-3-one, 1,2-dihydro-1,5-dimethyl-2-phenyl-"
drop,NA,NA,a/b otic
drop,NA,NA,algiotic
drop,NA,NA,allergen ear
drop,NA,NA,analgesine
drop,NA,NA,antiben
drop,NA,NA,antipyrine
drop,NA,NA,antipyrine [chemical/ingredient]
drop,NA,NA,antipyrine otic
drop,NA,NA,auralgan
drop,NA,NA,auralgan (obsolete)
drop,NA,NA,aurodex
drop,NA,NA,auroguard
drop,NA,NA,auroto
drop,NA,NA,balagan
drop,NA,NA,dolotic
drop,NA,NA,ear-gesic
drop,NA,NA,fenazon
drop,NA,NA,fenazona
drop,NA,NA,neotic
drop,NA,NA,otic edge
drop,NA,NA,otigesic
drop,NA,NA,oto care
drop,NA,NA,otoalgan
drop,NA,NA,otozin
drop,NA,NA,phenazon
drop,NA,NA,phenazone (substance)
drop,NA,NA,pro otic
drop,NA,NA,product containing antipyrine
drop,NA,NA,product containing phenazone
drop,NA,NA,product containing phenazone (medicinal product)
drop,NA,NA,rx-otic
drop,NA,NA,treagan
drop,NA,NA,tympagesic
drop,NA,NA,(-)-m-hydroxy-α-(methylaminomethyl)benzyl alcohol
drop,NA,NA,(-)-m-hydroxy-alpha-(methylaminomethyl)benzyl alcohol
drop,NA,NA,(r)-3-hydroxy-alpha-((methylamino)methyl)benzenemethanol
drop,NA,NA,4-way
drop,NA,NA,4-way fast acting
drop,NA,NA,accuhist drops reformulated feb 2010
drop,NA,NA,acetaminophen/caffeine/chlorpheniramine/phenylephrine oral tablet
drop,NA,NA,acetaminophen/caffeine/chlorpheniramine/phenylephrine/pyrilamine oral tablet
drop,NA,NA,acetaminophen/chlorpheniramine maleate/phenylephrine hydrochloride/salicylamide oral capsule
drop,NA,NA,actifed cold & allergy
drop,NA,NA,advil congestion relief
drop,NA,NA,advil sinus congestion and pain
drop,NA,NA,afrin nasal
drop,NA,NA,ah-chew d
drop,NA,NA,ah-chew d suspension
drop,NA,NA,airacof
drop,NA,NA,ak-dilate
drop,NA,NA,ak-nefrin
drop,NA,NA,ala-hist ac
drop,NA,NA,ala-hist dhc
drop,NA,NA,ala-hist pe
drop,NA,NA,ala hist pe
drop,NA,NA,alacol
drop,NA,NA,albatussin
drop,NA,NA,albatussin la
drop,NA,NA,albatussin pe
drop,NA,NA,alconefrin
drop,NA,NA,aldex
drop,NA,NA,aldex-ct
drop,NA,NA,aldex ct
drop,NA,NA,aldex d
drop,NA,NA,alenaze-d
drop,NA,NA,alka-seltzer plus cold and sinus
drop,NA,NA,alka-seltzer plus flu reformulated jan 2011
drop,NA,NA,allerest pe
drop,NA,NA,allerx
drop,NA,NA,allerx pe am
drop,NA,NA,allerx reformulated oct 2008
drop,NA,NA,allerx suspension reformulated jul 2007
drop,NA,NA,amidal
drop,NA,NA,amidal brand of guaifenesin-phenylephrine hydrochloride
drop,NA,NA,amitex la
drop,NA,NA,aquatab c
drop,NA,NA,aquatab c (obsolete)
drop,NA,NA,aquatab c reformulated dec 2008
drop,NA,NA,aquatab c reformulated oct 2008
drop,NA,NA,aquatab d
drop,NA,NA,aquatab d reformulated dec 2008
drop,NA,NA,aridex-d
drop,NA,NA,atopalm hemorrhoidal
drop,NA,NA,atuss
drop,NA,NA,atuss g
drop,NA,NA,atuss hd
drop,NA,NA,atuss mr
drop,NA,NA,atuss ms
drop,NA,NA,b-tuss
drop,NA,NA,baczol expectorant
drop,NA,NA,balamine dm reformulated apr 2013
drop,NA,NA,baltussin
drop,NA,NA,baltussin hc
drop,NA,NA,benadryl-d allergy and sinus
drop,NA,NA,benadryl allergy plus congestion
drop,NA,NA,"benzenemethanol, 3-hydroxy-.alpha.-[(methylamino)methyl]-, (r)-"
drop,NA,NA,"benzenemethanol, 3-hydroxy-alpha-((methylamino)methyl)-, (r)-"
drop,NA,NA,"benzyl alcohol, m-hydroxy-alpha-((methylamino)methyl)-, (-)-"
drop,NA,NA,brom tann pe
drop,NA,NA,bromaphedrine
drop,NA,NA,bromfed
drop,NA,NA,bromfed pd reformulated oct 2008
drop,NA,NA,bromfed reformulated jun 2008
drop,NA,NA,broncotron-d
drop,NA,NA,broncotron-d reformulated dec 2012
drop,NA,NA,brovex-d
drop,NA,NA,brovex d
drop,NA,NA,brovex pb
drop,NA,NA,brovex pbc
drop,NA,NA,brovex peb
drop,NA,NA,c-tanna 12d
