mean,Var1,Var2,ci2.5,ci97.5,sd,n_eff,rhat,trial,condition,comorbidity,repo
1,Pain,Pain,1,1,0,3147.96,0.999,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Pain : Pain,Vivli
0.32,Pain,Arthritis,0.117,0.509,0.101,1312.91,1.002,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Pain : Arthritis,Vivli
0.1,Pain,Acid-related disease,-0.151,0.343,0.125,1138.64,1.004,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Pain : Acid-related disease,Vivli
0.28,Pain,Asthma,0.027,0.501,0.121,1282.26,1,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Pain : Asthma,Vivli
0.13,Pain,Anxiety,-0.115,0.373,0.123,1462.33,1,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Pain : Anxiety,Vivli
1,Arthritis,Arthritis,1,1,0,2983.7,0.999,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Arthritis : Arthritis,Vivli
-0.54,Arthritis,Acid-related disease,-0.726,-0.33,0.103,1019.46,1.006,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Arthritis : Acid-related disease,Vivli
0.1,Asthma,Arthritis,-0.138,0.332,0.118,1717.31,1.003,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Asthma : Arthritis,Vivli
0.23,Arthritis,Anxiety,0.018,0.432,0.107,1513.88,1.001,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Arthritis : Anxiety,Vivli
1,Acid-related disease,Acid-related disease,1,1,0,2333.54,0.999,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Acid-related disease : Acid-related disease,Vivli
0.08,Asthma,Acid-related disease,-0.159,0.32,0.123,1510.95,1.001,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Asthma : Acid-related disease,Vivli
0.04,Anxiety,Acid-related disease,-0.22,0.285,0.131,1317.81,1.003,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Anxiety : Acid-related disease,Vivli
1,Asthma,Asthma,1,1,0,2923.55,0.999,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Asthma : Asthma,Vivli
0.36,Asthma,Anxiety,0.12,0.58,0.118,1754.89,1.001,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Asthma : Anxiety,Vivli
1,Anxiety,Anxiety,1,1,0,747.45,0.999,LILLY_H6D_MC_LVHS,Benign_Prostatic_Hyperplasia,Anxiety : Anxiety,Vivli
1,Cardiovascular,Cardiovascular,1,1,0,NA,NA,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Cardiovascular : Cardiovascular,Vivli
0.2,Pain,Cardiovascular,-0.077,0.469,0.14,2031.89,1,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Pain : Cardiovascular,Vivli
0.05,Cardiovascular,Arthritis,-0.177,0.272,0.117,2596.49,1,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Cardiovascular : Arthritis,Vivli
0.24,Cardiovascular,Acid-related disease,0.027,0.437,0.105,2256.96,1,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Cardiovascular : Acid-related disease,Vivli
0.34,Cardiovascular,Asthma,0.11,0.56,0.116,2783.54,1,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Cardiovascular : Asthma,Vivli
0.01,Cardiovascular,Anxiety,-0.316,0.355,0.174,2051.89,1,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Cardiovascular : Anxiety,Vivli
1,Pain,Pain,1,1,0,3124.44,0.999,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Pain : Pain,Vivli
0.48,Pain,Arthritis,0.177,0.728,0.141,1509.6,1.002,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Pain : Arthritis,Vivli
-0.01,Pain,Acid-related disease,-0.402,0.403,0.21,593.09,1.001,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Pain : Acid-related disease,Vivli
0.4,Pain,Asthma,0.082,0.68,0.157,1194.86,1,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Pain : Asthma,Vivli
-0.13,Pain,Anxiety,-0.687,0.437,0.296,591.48,1.003,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Pain : Anxiety,Vivli
1,Arthritis,Arthritis,1,1,0,2244.31,0.999,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Arthritis : Arthritis,Vivli
-0.34,Arthritis,Acid-related disease,-0.797,0.139,0.241,289.92,1.008,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Arthritis : Acid-related disease,Vivli
0.16,Asthma,Arthritis,-0.17,0.476,0.169,1157.61,1.006,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Asthma : Arthritis,Vivli
0.17,Arthritis,Anxiety,-0.261,0.56,0.213,1560.64,1.002,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Arthritis : Anxiety,Vivli
1,Acid-related disease,Acid-related disease,1,1,0,2672.07,0.999,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Acid-related disease : Acid-related disease,Vivli
0.15,Asthma,Acid-related disease,-0.169,0.459,0.16,1480.19,1.001,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Asthma : Acid-related disease,Vivli
0.12,Anxiety,Acid-related disease,-0.306,0.517,0.21,1650.6,1,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Anxiety : Acid-related disease,Vivli
1,Asthma,Asthma,1,1,0,2204.53,0.999,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Asthma : Asthma,Vivli
-0.19,Asthma,Anxiety,-0.773,0.407,0.315,871.82,1.006,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Asthma : Anxiety,Vivli
1,Anxiety,Anxiety,1,1,0,1522.23,0.999,LILLY_H6D_MC_LVID,Benign_Prostatic_Hyperplasia,Anxiety : Anxiety,Vivli
1,Cardiovascular,Cardiovascular,1,1,0,NA,NA,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Cardiovascular : Cardiovascular,Vivli
0.09,Pain,Cardiovascular,-0.023,0.211,0.06,3021.55,1,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Pain : Cardiovascular,Vivli
0.35,Cardiovascular,Arthritis,0.246,0.454,0.053,2564.26,1,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Cardiovascular : Arthritis,Vivli
0.06,Cardiovascular,Acid-related disease,-0.065,0.174,0.061,1777.23,1,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Cardiovascular : Acid-related disease,Vivli
0.09,Cardiovascular,Anxiety,-0.04,0.209,0.064,1989.43,1.002,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Cardiovascular : Anxiety,Vivli
0.25,Cardiovascular,Asthma,0.098,0.407,0.079,2588.47,1,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Cardiovascular : Asthma,Vivli
1,Pain,Pain,1,1,0,2961.85,0.999,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Pain : Pain,Vivli
0.57,Pain,Arthritis,0.472,0.656,0.047,2151.38,1,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Pain : Arthritis,Vivli
-0.09,Pain,Acid-related disease,-0.236,0.064,0.076,1052.83,1.005,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Pain : Acid-related disease,Vivli
0.33,Pain,Anxiety,0.195,0.446,0.064,1770.76,1.001,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Pain : Anxiety,Vivli
0.31,Pain,Asthma,0.156,0.455,0.078,2245.62,1,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Pain : Asthma,Vivli
1,Arthritis,Arthritis,1,1,0,1109.01,0.999,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Arthritis : Arthritis,Vivli
-0.6,Arthritis,Acid-related disease,-0.723,-0.459,0.067,240.02,1.017,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Arthritis : Acid-related disease,Vivli
0.35,Arthritis,Anxiety,0.223,0.462,0.061,1384.76,1,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Arthritis : Anxiety,Vivli
0.32,Asthma,Arthritis,0.168,0.464,0.076,1514.38,1.002,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Asthma : Arthritis,Vivli
1,Acid-related disease,Acid-related disease,1,1,0,247.69,0.999,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Acid-related disease : Acid-related disease,Vivli
0.24,Anxiety,Acid-related disease,0.099,0.369,0.069,1700.69,1.001,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Anxiety : Acid-related disease,Vivli
0.16,Asthma,Acid-related disease,-0.007,0.323,0.085,1679.86,1.002,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Asthma : Acid-related disease,Vivli
1,Anxiety,Anxiety,1,1,0,2632.14,0.999,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Anxiety : Anxiety,Vivli
0.28,Asthma,Anxiety,0.114,0.435,0.082,2473.1,1,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Asthma : Anxiety,Vivli
1,Asthma,Asthma,1,1,0,2524.05,0.999,LILLY_H9X_MC_GBCF,Diabetes_Mellitus_Type_2,Asthma : Asthma,Vivli
1,Cardiovascular,Cardiovascular,1,1,0,NA,NA,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Cardiovascular : Cardiovascular,Vivli
0.14,Pain,Cardiovascular,0.017,0.251,0.059,1525.72,1,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Pain : Cardiovascular,Vivli
0.21,Cardiovascular,Arthritis,0.099,0.327,0.058,1395.71,1.001,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Cardiovascular : Arthritis,Vivli
0.07,Cardiovascular,Acid-related disease,-0.074,0.202,0.072,1083.03,1.002,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Cardiovascular : Acid-related disease,Vivli
0.25,Cardiovascular,Anxiety,0.12,0.364,0.064,1352.19,1,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Cardiovascular : Anxiety,Vivli
0.2,Cardiovascular,Asthma,0.057,0.346,0.073,1404.72,1,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Cardiovascular : Asthma,Vivli
1,Pain,Pain,1,1,0,2732.71,0.999,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Pain : Pain,Vivli
0.46,Pain,Arthritis,0.368,0.555,0.048,1606.26,1,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Pain : Arthritis,Vivli
0.01,Pain,Acid-related disease,-0.128,0.15,0.072,1254.72,1.001,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Pain : Acid-related disease,Vivli
0.21,Pain,Anxiety,0.089,0.319,0.059,1452.65,1.001,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Pain : Anxiety,Vivli
0.26,Pain,Asthma,0.133,0.381,0.065,1738.12,1.001,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Pain : Asthma,Vivli
1,Arthritis,Arthritis,1,1,0,2782.95,0.999,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Arthritis : Arthritis,Vivli
-0.6,Arthritis,Acid-related disease,-0.726,-0.461,0.067,623.27,1.004,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Arthritis : Acid-related disease,Vivli
0.09,Arthritis,Anxiety,-0.024,0.208,0.06,1367.4,1.002,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Arthritis : Anxiety,Vivli
0.2,Asthma,Arthritis,0.065,0.328,0.067,1431.92,1.001,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Asthma : Arthritis,Vivli
1,Acid-related disease,Acid-related disease,1,1,0,1707.51,0.999,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Acid-related disease : Acid-related disease,Vivli
0.22,Anxiety,Acid-related disease,0.08,0.35,0.069,889.71,1.007,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Anxiety : Acid-related disease,Vivli
0.07,Asthma,Acid-related disease,-0.091,0.23,0.083,666.13,1.002,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Asthma : Acid-related disease,Vivli
1,Anxiety,Anxiety,1,1,0,1859.27,0.999,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Anxiety : Anxiety,Vivli
0.34,Asthma,Anxiety,0.202,0.466,0.066,1814.99,1,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Asthma : Anxiety,Vivli
1,Asthma,Asthma,1,1,0,2021.32,0.999,LILLY_H9X_MC_GBDA,Diabetes_Mellitus_Type_2,Asthma : Asthma,Vivli
1,Cardiovascular,Cardiovascular,1,1,0,NA,NA,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Cardiovascular : Cardiovascular,Vivli
0.17,Pain,Cardiovascular,0.042,0.292,0.063,2447.77,1,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Pain : Cardiovascular,Vivli
0.14,Cardiovascular,Arthritis,0.008,0.259,0.064,2075.98,1.001,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Cardiovascular : Arthritis,Vivli
0.12,Cardiovascular,Acid-related disease,-0.039,0.277,0.082,1611.31,1.004,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Cardiovascular : Acid-related disease,Vivli
0.01,Cardiovascular,Anxiety,-0.151,0.171,0.081,2406.66,1.001,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Cardiovascular : Anxiety,Vivli
0.14,Cardiovascular,Asthma,-0.071,0.343,0.106,2705.13,1,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Cardiovascular : Asthma,Vivli
1,Pain,Pain,1,1,0,2862.65,0.999,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Pain : Pain,Vivli
0.89,Pain,Arthritis,0.841,0.923,0.021,2409.64,1,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Pain : Arthritis,Vivli
-0.17,Pain,Acid-related disease,-0.328,-0.001,0.086,1324.74,1.004,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Pain : Acid-related disease,Vivli
0.2,Pain,Anxiety,0.042,0.345,0.079,2179.3,1.002,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Pain : Anxiety,Vivli
0.23,Pain,Asthma,0.029,0.41,0.099,2567.44,0.999,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Pain : Asthma,Vivli
1,Arthritis,Arthritis,1,1,0,NA,NA,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Arthritis : Arthritis,Vivli
-0.51,Arthritis,Acid-related disease,-0.66,-0.329,0.085,407.54,1.008,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Arthritis : Acid-related disease,Vivli
0.13,Arthritis,Anxiety,-0.035,0.28,0.081,1153.88,1.002,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Arthritis : Anxiety,Vivli
0.13,Asthma,Arthritis,-0.063,0.324,0.099,2441.62,1,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Asthma : Arthritis,Vivli
1,Acid-related disease,Acid-related disease,1,1,0,241.41,0.999,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Acid-related disease : Acid-related disease,Vivli
0.29,Anxiety,Acid-related disease,0.114,0.464,0.091,1312.57,1.004,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Anxiety : Acid-related disease,Vivli
0.3,Asthma,Acid-related disease,0.071,0.515,0.113,1072.25,1.002,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Asthma : Acid-related disease,Vivli
1,Anxiety,Anxiety,1,1,0,2823.12,0.999,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Anxiety : Anxiety,Vivli
0.22,Asthma,Anxiety,-0.008,0.443,0.117,2902.98,1,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Asthma : Anxiety,Vivli
1,Asthma,Asthma,1,1,0,2268.5,0.999,LILLY_H9X_MC_GBDB,Diabetes_Mellitus_Type_2,Asthma : Asthma,Vivli
1,Cardiovascular,Cardiovascular,1,1,0,NA,NA,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Cardiovascular : Cardiovascular,Vivli
0.29,Pain,Cardiovascular,0.166,0.42,0.064,2180.1,1,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Pain : Cardiovascular,Vivli
0.37,Cardiovascular,Arthritis,0.254,0.492,0.06,2133.73,1.003,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Cardiovascular : Arthritis,Vivli
-0.01,Cardiovascular,Acid-related disease,-0.16,0.151,0.079,2424.66,1.001,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Cardiovascular : Acid-related disease,Vivli
0.25,Cardiovascular,Anxiety,0.111,0.39,0.071,2433.31,1,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Cardiovascular : Anxiety,Vivli
0.08,Cardiovascular,Asthma,-0.087,0.254,0.087,2700.07,0.999,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Cardiovascular : Asthma,Vivli
1,Pain,Pain,1,1,0,3016.1,0.999,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Pain : Pain,Vivli
0.73,Pain,Arthritis,0.653,0.806,0.039,2487.3,1.003,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Pain : Arthritis,Vivli
-0.08,Pain,Acid-related disease,-0.264,0.1,0.094,983.54,1.011,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Pain : Acid-related disease,Vivli
0.3,Pain,Anxiety,0.153,0.44,0.072,2039.34,1.001,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Pain : Anxiety,Vivli
0.04,Pain,Asthma,-0.146,0.215,0.092,2392.56,1,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Pain : Asthma,Vivli
1,Arthritis,Arthritis,1,1,0,2933.37,0.999,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Arthritis : Arthritis,Vivli
-0.4,Arthritis,Acid-related disease,-0.562,-0.213,0.09,1102.04,1.005,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Arthritis : Acid-related disease,Vivli
0.07,Arthritis,Anxiety,-0.082,0.215,0.077,1547.29,1.001,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Arthritis : Anxiety,Vivli
0.14,Asthma,Arthritis,-0.039,0.302,0.087,2288.73,1.001,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Asthma : Arthritis,Vivli
1,Acid-related disease,Acid-related disease,1,1,0,3023.52,0.999,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Acid-related disease : Acid-related disease,Vivli
0.22,Anxiety,Acid-related disease,0.044,0.391,0.09,1325.17,1,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Anxiety : Acid-related disease,Vivli
0.19,Asthma,Acid-related disease,-0.013,0.389,0.103,1819.29,1.001,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Asthma : Acid-related disease,Vivli
1,Anxiety,Anxiety,1,1,0,2473.32,0.999,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Anxiety : Anxiety,Vivli
0.15,Asthma,Anxiety,-0.034,0.338,0.097,2513.01,1,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Asthma : Anxiety,Vivli
1,Asthma,Asthma,1,1,0,2938.27,0.999,LILLY_H9X_MC_GBDC,Diabetes_Mellitus_Type_2,Asthma : Asthma,Vivli
1,Cardiovascular,Cardiovascular,1,1,0,NA,NA,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Cardiovascular : Cardiovascular,Vivli
0.21,Pain,Cardiovascular,0.094,0.33,0.06,2283.96,1.001,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Pain : Cardiovascular,Vivli
0.26,Cardiovascular,Arthritis,0.134,0.376,0.062,1594.96,1.001,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Cardiovascular : Arthritis,Vivli
-0.03,Cardiovascular,Acid-related disease,-0.176,0.124,0.078,1002.59,1.002,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Cardiovascular : Acid-related disease,Vivli
0.2,Cardiovascular,Anxiety,0.06,0.335,0.071,1684.3,1.001,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Cardiovascular : Anxiety,Vivli
0.33,Cardiovascular,Asthma,0.122,0.521,0.099,1144.38,1.004,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Cardiovascular : Asthma,Vivli
1,Pain,Pain,1,1,0,3197.44,0.999,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Pain : Pain,Vivli
0.71,Pain,Arthritis,0.633,0.77,0.035,2214.67,1.001,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Pain : Arthritis,Vivli
-0.09,Pain,Acid-related disease,-0.227,0.052,0.072,1438.14,1.005,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Pain : Acid-related disease,Vivli
0.32,Pain,Anxiety,0.197,0.435,0.061,2589.83,1,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Pain : Anxiety,Vivli
0.2,Pain,Asthma,0.042,0.344,0.077,2468.2,1,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Pain : Asthma,Vivli
1,Arthritis,Arthritis,1,1,0,2480.01,0.999,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Arthritis : Arthritis,Vivli
-0.67,Arthritis,Acid-related disease,-0.778,-0.525,0.064,294.04,1.013,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Arthritis : Acid-related disease,Vivli
0.12,Arthritis,Anxiety,-0.011,0.242,0.063,1239.6,0.999,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Arthritis : Anxiety,Vivli
0.2,Asthma,Arthritis,0.05,0.343,0.075,1538.11,1.003,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Asthma : Arthritis,Vivli
1,Acid-related disease,Acid-related disease,1,1,0,47.12,0.999,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Acid-related disease : Acid-related disease,Vivli
0.29,Anxiety,Acid-related disease,0.154,0.428,0.07,828.34,1.002,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Anxiety : Acid-related disease,Vivli
0.13,Asthma,Acid-related disease,-0.046,0.306,0.092,797.36,1.003,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Asthma : Acid-related disease,Vivli
1,Anxiety,Anxiety,1,1,0,2710.09,0.999,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Anxiety : Anxiety,Vivli
0.33,Asthma,Anxiety,0.17,0.482,0.079,2783.11,1,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Asthma : Anxiety,Vivli
1,Asthma,Asthma,1,1,0,2531.41,0.999,LILLY_H9X_MC_GBDD,Diabetes_Mellitus_Type_2,Asthma : Asthma,Vivli
1,Cardiovascular,Cardiovascular,1,1,0,NA,NA,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Cardiovascular : Cardiovascular,Vivli
0.42,Pain,Cardiovascular,0.265,0.559,0.076,1551.82,1.005,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Pain : Cardiovascular,Vivli
0.4,Cardiovascular,Arthritis,0.252,0.535,0.073,1321.25,1.001,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Cardiovascular : Arthritis,Vivli
0.04,Cardiovascular,Acid-related disease,-0.15,0.233,0.098,1303.23,1,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Cardiovascular : Acid-related disease,Vivli
0.12,Cardiovascular,Anxiety,-0.076,0.3,0.096,1142.67,1.002,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Cardiovascular : Anxiety,Vivli
0.08,Cardiovascular,Asthma,-0.132,0.289,0.111,1663.62,1.001,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Cardiovascular : Asthma,Vivli
1,Pain,Pain,1,1,0,2992.73,0.999,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Pain : Pain,Vivli
0.75,Pain,Arthritis,0.663,0.832,0.043,2051.31,1,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Pain : Arthritis,Vivli
-0.01,Pain,Acid-related disease,-0.218,0.189,0.103,1070.71,1.001,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Pain : Acid-related disease,Vivli
0.16,Pain,Anxiety,-0.024,0.345,0.094,1291.17,1,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Pain : Anxiety,Vivli
0.01,Pain,Asthma,-0.208,0.236,0.112,1512.29,1.003,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Pain : Asthma,Vivli
1,Arthritis,Arthritis,1,1,0,2716.46,0.999,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Arthritis : Arthritis,Vivli
-0.47,Arthritis,Acid-related disease,-0.647,-0.257,0.101,681.68,1,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Arthritis : Acid-related disease,Vivli
0.25,Arthritis,Anxiety,0.065,0.418,0.089,1293.8,1,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Arthritis : Anxiety,Vivli
0.03,Asthma,Arthritis,-0.195,0.244,0.111,958.63,1.001,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Asthma : Arthritis,Vivli
1,Acid-related disease,Acid-related disease,1,1,0,227.26,0.999,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Acid-related disease : Acid-related disease,Vivli
0.28,Anxiety,Acid-related disease,0.063,0.486,0.11,1173.81,1.004,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Anxiety : Acid-related disease,Vivli
0.21,Asthma,Acid-related disease,-0.038,0.45,0.127,712.37,1,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Asthma : Acid-related disease,Vivli
1,Anxiety,Anxiety,1,1,0,2201.33,0.999,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Anxiety : Anxiety,Vivli
0.07,Asthma,Anxiety,-0.195,0.334,0.134,1209.83,1.001,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Asthma : Anxiety,Vivli
1,Asthma,Asthma,1,1,0,2410.49,0.999,LILLY_H9X_MC_GBDE,Diabetes_Mellitus_Type_2,Asthma : Asthma,Vivli
